age	region	kids04	kids59	compositeHourlyWages	education	working	familyIncome
1892	33	Prairies	Yes	Yes	6.32	6	TRUE	7936
1894	42	Ontario	No	No	12.37	12.5	TRUE	33111
1895	37	Ontario	No	Yes	21.04	12	TRUE	30665
1896	61	Ontario	No	No	0	8	FALSE	22560
1897	61	Ontario	No	No	6.75	11	TRUE	14135
1898	42	Atlantic	Yes	No	0	9	FALSE	19962
1899	37	Prairies	No	Yes	10.31	12	TRUE	43215
1900	29	Atlantic	Yes	No	12.4	15	TRUE	22849
1902	61	Prairies	No	No	5	12.5	TRUE	12223
1903	41	Quebec	Yes	No	6.91	12	TRUE	33553
1904	41	Prairies	No	No	0	17.5	FALSE	4842
1905	27	Ontario	No	No	14.38	16	TRUE	38963
1906	29	Quebec	No	No	0	17	FALSE	22681
1908	44	Atlantic	No	No	16.8	17	TRUE	73731
1909	36	BC	No	Yes	6.66	13	TRUE	39468
1910	54	Quebec	No	No	5.85	9	TRUE	19478
1911	32	Atlantic	Yes	No	11.72	12.5	TRUE	9124
1912	38	Atlantic	No	No	10.53	12.5	TRUE	23636
1913	19	Ontario	Yes	No	6.5	12	TRUE	11961
1914	37	Prairies	No	Yes	0	13	FALSE	30247
1916	40	Ontario	No	Yes	11.61	13.4	TRUE	36375
1917	56	Prairies	No	No	16.38	10	TRUE	14989
1918	45	BC	No	No	31.27	18.6	TRUE	50726
1919	51	Ontario	No	No	0	10	FALSE	14432
1920	48	Atlantic	No	No	0	14	FALSE	60552
1921	32	Ontario	No	Yes	0	14	FALSE	21672
1922	28	Ontario	Yes	No	10.18	12	TRUE	2539
1923	36	Atlantic	No	No	7.03	12	TRUE	17292
1924	61	Prairies	No	No	0	10	FALSE	45370
1925	43	Prairies	Yes	No	33.9	20	TRUE	26872
1926	34	Ontario	Yes	Yes	0	16	FALSE	4431
1927	35	Atlantic	No	Yes	8.29	13	TRUE	23091
1928	46	Atlantic	No	No	0	8	FALSE	32602
1929	56	Quebec	No	No	0	14	FALSE	23477
1930	29	Ontario	Yes	Yes	13.59	12.5	TRUE	22473
1932	42	Ontario	No	No	0	12.5	FALSE	25946
1934	39	Quebec	No	Yes	0	11	FALSE	29087
1935	36	BC	Yes	Yes	0	13	FALSE	45652
1936	63	BC	No	No	11.57	17	TRUE	29881
1937	42	Quebec	No	No	6	11.2	TRUE	19854
1938	31	Prairies	Yes	No	15.49	3	TRUE	78488
1939	44	Prairies	No	No	0	15.6	FALSE	798
1940	55	Atlantic	No	No	0	8	FALSE	38234
1941	65	BC	No	No	0	12	FALSE	32809
1942	62	Quebec	No	No	0	9.5	FALSE	27930
1943	37	Quebec	No	No	0	12	FALSE	38425
1944	38	Atlantic	Yes	No	6.76	16	TRUE	18436
1945	64	Prairies	No	No	0	4	FALSE	27742
1946	41	Atlantic	No	No	0	12.5	FALSE	60574
1948	64	Atlantic	No	No	0	13	FALSE	21603
1949	34	Atlantic	No	Yes	0	12.5	FALSE	14195
1950	31	Ontario	Yes	Yes	15	14	TRUE	4277
1951	47	Quebec	No	No	0	17	FALSE	41712
1952	38	Ontario	Yes	No	23.04	18	TRUE	33206
1953	61	Ontario	No	No	0	11.5	FALSE	37697
1954	38	Prairies	No	No	9	11	TRUE	44694
1956	40	Atlantic	No	Yes	0	12	FALSE	17010
1957	42	Prairies	No	Yes	0	16	FALSE	126805
1958	52	Ontario	No	No	15.36	15	TRUE	65081
1959	63	Atlantic	No	Yes	0	9	FALSE	42703
1960	40	Atlantic	No	Yes	15.65	11.5	TRUE	40215
1961	32	Prairies	No	No	13.31	14	TRUE	25380
1962	28	Prairies	No	Yes	10.71	10	TRUE	28841
1963	49	BC	No	No	0	10	FALSE	32383
1964	34	Quebec	No	No	10.97	11	TRUE	10676
1965	60	Ontario	No	No	0	12.5	FALSE	39168
1966	35	Ontario	No	No	17	13	TRUE	35048
1967	61	Quebec	No	No	0	10	FALSE	19910
1968	59	Ontario	No	No	0	10	FALSE	33906
1969	34	Atlantic	No	No	20.48	16	TRUE	20775
1970	59	BC	No	No	0	8	FALSE	43858
1971	44	Quebec	No	No	8.78	13	TRUE	37360
1972	34	Ontario	Yes	Yes	0	16	FALSE	53236
1973	47	Ontario	No	No	0	8	FALSE	16621
1975	31	Ontario	No	Yes	0	14	FALSE	31795
1976	32	Prairies	No	Yes	19.2	12	TRUE	23945
1977	58	Atlantic	No	No	0	12	FALSE	22392
1978	23	Atlantic	Yes	No	7.3	12.5	TRUE	16038
1979	53	Ontario	No	No	25.92	14	TRUE	68321
1980	54	Quebec	No	No	0	12	FALSE	21117
1981	54	Atlantic	No	No	0	12	FALSE	30297
1982	60	Ontario	No	No	0	8	FALSE	23008
1983	34	Quebec	No	Yes	12.59	12.5	TRUE	16610
1984	51	Quebec	No	No	14.26	8	TRUE	28675
1985	62	Atlantic	No	No	0	10	FALSE	30826
1986	41	Prairies	No	Yes	17.81	17	TRUE	94325
1987	44	BC	No	No	5.75	12	TRUE	19583
1988	45	Prairies	No	No	12.75	15	TRUE	39687
1989	44	Atlantic	No	No	7	11	TRUE	68682
1990	50	Quebec	No	No	0	13	FALSE	57788
1991	41	Prairies	No	No	0	8	FALSE	61273
1992	25	Atlantic	Yes	No	0	14.8	FALSE	1270
1993	61	BC	No	No	3.45	10	TRUE	54743
1994	39	Quebec	Yes	Yes	35.11	17	TRUE	61868
1995	45	Prairies	No	No	11.29	13.4	TRUE	42961
1996	45	Ontario	No	No	10.45	19.3	TRUE	34266
1997	65	Prairies	No	No	0	12	FALSE	21872
1998	30	Ontario	No	No	14.11	17	TRUE	41115
1999	61	Ontario	No	No	0	10	FALSE	71359
2001	32	Ontario	Yes	Yes	10.85	15	TRUE	20560
2003	34	Ontario	Yes	No	3.31	9	TRUE	22318
2004	36	Atlantic	No	No	0	8	FALSE	16530
2005	39	Atlantic	No	No	0	8	FALSE	10090
2006	41	Prairies	No	Yes	0	10	FALSE	26683
2007	49	Ontario	No	No	21.5	16	TRUE	21243
2008	25	Ontario	No	No	0	15	FALSE	39783
2009	49	BC	No	No	29.22	15	TRUE	23631
2010	30	Prairies	Yes	Yes	0	18	FALSE	43751
2011	54	Ontario	No	No	12.81	12	TRUE	43210
2012	36	Atlantic	No	No	8.75	8	TRUE	20062
2013	55	Ontario	No	No	14.4	9	TRUE	17690
2014	53	Prairies	No	No	15.33	13	TRUE	53440
2015	58	Atlantic	No	No	0	11	FALSE	19895
2016	45	Atlantic	No	No	0	9.5	FALSE	39436
2017	64	Ontario	No	No	0	12	FALSE	21224
2018	63	Quebec	No	No	0	10	FALSE	20185
2019	30	BC	No	Yes	0	12	FALSE	30413
2020	59	Ontario	No	No	0	12	FALSE	25388
2021	38	Quebec	No	Yes	0	12	FALSE	29631
2022	32	Quebec	Yes	Yes	14.99	20	TRUE	16662
2023	60	Quebec	No	No	6	7	TRUE	0
2025	57	Atlantic	No	Yes	0	8	FALSE	51309
2026	29	Prairies	Yes	Yes	0	12	FALSE	38479
2027	50	Atlantic	No	No	0	13	FALSE	23212
2028	63	Atlantic	No	No	0	8	FALSE	0
2029	43	Quebec	No	No	24.79	15	TRUE	32437
2030	55	Quebec	No	No	0	9	FALSE	33497
2031	60	Atlantic	No	No	0	12	FALSE	21088
2032	43	BC	No	No	12.5	12	TRUE	36741
2033	33	Prairies	Yes	No	19.33	18.5	TRUE	44009
2034	44	BC	Yes	No	16.5	17	TRUE	113297
2035	59	Ontario	No	No	0	12	FALSE	34050
2036	50	Prairies	No	No	15.76	12	TRUE	47013
2037	56	Ontario	No	No	11	12	TRUE	22268
2038	38	Ontario	No	No	12.6	13	TRUE	25158
2039	52	Quebec	No	No	0	10	FALSE	50130
2040	31	BC	Yes	Yes	8	11.4	TRUE	27849
2041	33	Ontario	Yes	Yes	0	14	FALSE	29407
2042	53	Atlantic	No	No	15.36	15	TRUE	37760
2043	50	Prairies	No	No	0	12	FALSE	56366
2044	31	Quebec	Yes	Yes	17.62	16.6	TRUE	23131
2045	33	Atlantic	No	No	5.89	9	TRUE	5604
2046	28	Prairies	Yes	No	7.25	15	TRUE	20932
2047	63	BC	No	No	0	8	FALSE	48132
2048	44	Quebec	No	No	13.71	12	TRUE	50754
2049	58	Prairies	No	No	0	13	FALSE	38954
2050	59	Atlantic	No	No	0	13	FALSE	49031
2051	39	Ontario	No	No	0	13.9	FALSE	65344
2052	36	Prairies	No	No	0	14	FALSE	31982
2053	37	Quebec	No	No	12.8	12	TRUE	40115
2054	42	BC	No	Yes	7.4	12	TRUE	20603
2055	34	BC	Yes	Yes	0	13.3	FALSE	25036
2056	64	Ontario	No	No	0	12	FALSE	19186
2057	40	BC	No	Yes	13	12.1	TRUE	29054
2058	34	Quebec	No	Yes	8	10	TRUE	21342
2059	42	BC	No	No	5.98	14	TRUE	40365
2061	49	Prairies	No	No	0	10	FALSE	12157
2062	40	Atlantic	No	No	0	12	FALSE	37382
2064	28	Ontario	Yes	Yes	0	13	FALSE	31518
2065	26	Prairies	No	No	0	13.1	FALSE	36720
2066	34	Ontario	Yes	No	0	14	FALSE	56279
2067	30	Ontario	Yes	No	19.61	16.1	TRUE	26082
2069	55	Ontario	No	No	11.67	10	TRUE	26519
2070	56	Quebec	No	Yes	8	7	TRUE	29576
2071	32	Prairies	No	No	0	14	FALSE	42634
2072	25	Atlantic	Yes	No	0	13.5	FALSE	40223
2073	57	Quebec	No	No	0	7	FALSE	14237
2074	37	Prairies	No	Yes	0	18	FALSE	45130
2075	38	Quebec	No	No	3.85	12	TRUE	27499
2076	49	BC	No	No	30	20	TRUE	53904
2079	36	Prairies	No	No	15	16	TRUE	39814
2080	64	Ontario	No	No	0	13	FALSE	42297
2081	40	Atlantic	No	No	9	12.5	TRUE	32322
2082	42	Ontario	No	No	25.93	15	TRUE	39147
2084	54	Quebec	No	No	0	7	FALSE	12008
2085	52	Prairies	No	No	0	17	FALSE	35975
2086	64	Ontario	No	No	13.44	12	TRUE	0
2087	45	Atlantic	No	No	22	12	TRUE	19597
2088	45	Prairies	No	No	6	11	TRUE	5061
2089	21	Ontario	No	No	12	12	TRUE	27433
2090	62	BC	No	No	0	13	FALSE	32598
2091	47	Quebec	No	No	6	11	TRUE	31053
2092	57	Atlantic	No	No	12.5	12	TRUE	31272
2093	44	Ontario	Yes	Yes	0	16	FALSE	21642
2094	24	Prairies	Yes	No	7.54	13	TRUE	11632
2095	30	Quebec	Yes	No	0	18	FALSE	39465
2096	65	Prairies	No	No	0	9	FALSE	28428
2097	48	Ontario	No	No	11.96	10.5	TRUE	44130
2098	35	Atlantic	Yes	Yes	15	14	TRUE	19342
2099	34	Prairies	No	Yes	0	12.5	FALSE	37937
2100	36	Prairies	No	Yes	13.61	13	TRUE	34507
2101	56	Ontario	No	No	23.04	15.5	TRUE	8754
2102	65	Quebec	No	No	0	15.5	FALSE	14554
2103	39	Atlantic	No	No	18.5	14	TRUE	16458
2104	32	Quebec	Yes	No	0	11	FALSE	17534
2105	53	Prairies	No	No	0	12.5	FALSE	39356
2106	48	Ontario	No	No	22.2	12	TRUE	35500
2107	59	Prairies	No	No	0	12	FALSE	27465
2108	38	Atlantic	No	Yes	0	12	FALSE	25488
2109	32	Ontario	Yes	No	6.85	13	TRUE	14139
2110	49	Quebec	No	No	6	14.3	TRUE	39632
2111	31	Atlantic	No	No	6	14.8	TRUE	11956
2112	43	Ontario	No	No	30.24	19	TRUE	44687
2113	34	Atlantic	No	No	14.26	12	TRUE	8695
2115	38	Atlantic	No	Yes	19.76	14	TRUE	29484
2116	34	Atlantic	No	Yes	8.36	13	TRUE	23654
2117	54	Atlantic	No	No	3.8	12	TRUE	33000
2118	56	Ontario	No	No	0	11	FALSE	84389
2119	48	Prairies	No	No	0	11.7	FALSE	29077
2120	33	Ontario	No	Yes	0	13	FALSE	42657
2121	37	Ontario	No	No	13.02	13	TRUE	37908
2122	45	BC	No	No	12	14	TRUE	69021
2123	48	Prairies	No	No	0	12	FALSE	64659
2124	64	Ontario	No	No	0	10	FALSE	20882
2125	42	Ontario	No	No	17.76	12	TRUE	12149
2126	59	Prairies	No	No	9.78	10	TRUE	11402
2127	63	Ontario	No	No	0	17.1	FALSE	31346
2128	43	Prairies	No	No	13.95	13	TRUE	11481
2129	61	Atlantic	No	No	0	8	FALSE	6742
2130	37	Prairies	No	No	7.5	12.5	TRUE	28810
2131	26	Ontario	Yes	No	11	12	TRUE	40166
2133	34	Ontario	Yes	Yes	7	12.5	TRUE	27171
2134	32	Prairies	No	Yes	11.56	14.3	TRUE	48485
2135	47	Ontario	No	Yes	21	16.5	TRUE	74000
2136	36	Ontario	No	No	26.35	14	TRUE	14590
2137	47	Atlantic	No	No	6	12.5	TRUE	23624
2138	45	Ontario	No	No	13.38	12	TRUE	40622
2140	40	Ontario	No	No	15	19	TRUE	28673
2141	62	Ontario	No	No	0	8	FALSE	7149
2142	27	Atlantic	No	No	5	15.1	TRUE	25882
2143	51	Prairies	No	No	5.35	9	TRUE	43336
2144	59	Prairies	No	No	0	12	FALSE	17128
2145	40	BC	No	Yes	20	14.5	TRUE	47746
2146	62	Prairies	No	No	11.33	8	TRUE	36924
2147	55	Quebec	No	No	5.65	7	TRUE	34495
2149	39	Prairies	No	No	6.54	10	TRUE	14458
2150	42	Atlantic	No	No	0	10	FALSE	15374
2152	64	Prairies	No	No	0	6	FALSE	84201
2153	64	BC	No	No	0	12.5	FALSE	13530
2154	39	Atlantic	No	No	0	8	FALSE	32654
2155	41	Quebec	No	No	0	11	FALSE	38451
2156	53	Atlantic	No	No	17.92	14	TRUE	29977
2157	42	Atlantic	No	No	0	8	FALSE	45611
2158	29	BC	Yes	No	15.05	14	TRUE	22176
2159	25	Prairies	Yes	Yes	0	12	FALSE	16257
2161	62	Atlantic	No	No	6.25	6.5	TRUE	7429
2162	25	Prairies	No	Yes	6.83	12.5	TRUE	29099
2163	58	Prairies	No	No	0	8	FALSE	25512
2164	62	Ontario	No	No	0	4	FALSE	28124
2165	37	Prairies	No	No	8.2	12	TRUE	24833
2166	37	BC	No	Yes	13.74	7	TRUE	16601
2167	58	Ontario	No	No	0	13.5	FALSE	33445
2168	45	Prairies	No	No	11.86	12.5	TRUE	16896
2169	63	Ontario	No	No	0	14	FALSE	36473
2170	48	Quebec	No	No	22.4	20	TRUE	54132
2171	40	Quebec	Yes	Yes	0	17.5	FALSE	9332
2172	52	Ontario	No	No	9.6	9	TRUE	24257
2173	38	Prairies	No	No	11	12.5	TRUE	39052
2174	35	Quebec	Yes	No	0	19	FALSE	36234
2175	56	Atlantic	No	No	9.92	8	TRUE	29035
2176	22	Prairies	No	No	16	13	TRUE	29292
2177	30	Atlantic	Yes	No	26.85	18	TRUE	41568
2178	50	Quebec	No	No	6.5	12	TRUE	46286
2179	65	Quebec	No	No	0	4	FALSE	13886
2180	41	Ontario	No	No	8.05	12	TRUE	43259
2181	45	BC	No	Yes	0	12.5	FALSE	27747
2182	33	Prairies	Yes	No	16.1	17	TRUE	30990
2183	43	Atlantic	No	No	10	12	TRUE	48374
2184	35	Ontario	No	Yes	7.45	14	TRUE	38598
2185	48	Atlantic	No	No	0	9	FALSE	70631
2186	38	Quebec	No	No	6	9	TRUE	11773
2187	48	Quebec	No	No	9.55	11	TRUE	22410
2189	26	Atlantic	No	No	0	13	FALSE	45780
2190	60	Atlantic	No	No	0	11	FALSE	22447
2191	56	Quebec	No	No	0	12	FALSE	24790
2192	50	Atlantic	No	No	5.41	19.3	TRUE	61276
2193	60	Prairies	No	No	7.5	9	TRUE	14957
2194	34	Quebec	No	No	8.33	9	TRUE	25939
2195	56	Quebec	No	No	0	7	FALSE	39512
2196	44	Ontario	No	Yes	16.46	10.5	TRUE	3710
2199	37	Atlantic	No	No	9.32	11.5	TRUE	26008
2200	33	Prairies	No	No	6.9	12	TRUE	16757
2201	55	Prairies	No	No	0	8	FALSE	21966
2202	32	Ontario	No	Yes	0	10.3	FALSE	35093
2203	36	BC	No	No	0	12	FALSE	47581
2204	47	Quebec	No	No	13	11	TRUE	54914
2205	34	Prairies	No	No	0	8	FALSE	6404
2206	37	Atlantic	No	Yes	22.53	11	TRUE	21822
2207	63	Atlantic	No	No	0	10	FALSE	30910
2208	55	Ontario	No	No	9.25	8	TRUE	13434
2209	42	Ontario	No	Yes	17.81	14.5	TRUE	46687
2210	36	Atlantic	No	No	0	12	FALSE	39099
2211	61	Ontario	No	No	0	14	FALSE	25056
2212	44	Prairies	No	No	11.5	12	TRUE	70633
2213	35	Quebec	Yes	Yes	16	20	TRUE	131105
2214	49	Atlantic	No	No	0	3	FALSE	43285
2215	48	Ontario	No	No	11.35	12.2	TRUE	27800
2216	38	Quebec	No	Yes	7.28	9	TRUE	41417
2217	29	Ontario	No	No	18.24	13.4	TRUE	39184
2218	39	Atlantic	No	No	13.79	13	TRUE	22750
2219	46	Prairies	No	No	0	12	FALSE	23495
2220	24	Prairies	No	No	12.98	16	TRUE	34580
2221	63	Quebec	No	No	0	5	FALSE	25890
2222	44	Prairies	Yes	Yes	41.6	20	TRUE	35051
2223	52	Quebec	No	No	0	15	FALSE	0
2224	55	Ontario	No	No	6.87	6	TRUE	42254
2225	51	BC	No	No	0	6	FALSE	22952
2227	30	Quebec	Yes	Yes	0	9	FALSE	7993
2228	64	Atlantic	No	No	0	8	FALSE	26837
2229	28	Ontario	No	No	10.2	12.5	TRUE	14458
2230	39	Ontario	No	Yes	15.57	12	TRUE	0
2231	36	Atlantic	No	No	0	14.5	FALSE	26690
2232	35	Atlantic	No	Yes	12	13	TRUE	20333
2234	35	Prairies	No	Yes	9.96	14	TRUE	7878
2235	46	Ontario	No	No	8	11.5	TRUE	75912
2236	37	Atlantic	No	No	9	10	TRUE	20285
2237	33	Prairies	No	Yes	8.93	13	TRUE	18679
2238	49	Atlantic	No	No	19.49	15	TRUE	40614
2239	58	Prairies	No	No	8.4	12.5	TRUE	27100
2240	61	Prairies	No	No	0	8	FALSE	20664
2241	62	Prairies	No	No	0	9	FALSE	14266
2242	35	Atlantic	Yes	Yes	21.36	17	TRUE	15290
2243	37	Quebec	No	No	8	11.1	TRUE	3791
2244	29	Quebec	Yes	Yes	12.82	12	TRUE	21815
2245	45	Atlantic	No	No	8.23	13	TRUE	38753
2246	41	BC	No	No	25.02	12.5	TRUE	84046
2248	37	Atlantic	No	No	0	10.2	FALSE	21021
2249	52	Quebec	No	No	5	7	TRUE	40562
2250	47	Ontario	No	No	0	20	FALSE	39854
2251	49	Prairies	No	No	0	9	FALSE	60705
2252	62	Atlantic	No	No	0	10	FALSE	56124
2253	42	Quebec	No	No	18	11	TRUE	26766
2254	36	Atlantic	Yes	No	12	12	TRUE	27426
2255	28	Atlantic	Yes	No	11.4	11.5	TRUE	24821
2256	34	Atlantic	Yes	Yes	0	13	FALSE	14695
2257	46	Atlantic	No	No	14.71	14	TRUE	15624
2258	27	Ontario	No	No	20.48	17	TRUE	34304
2259	40	Atlantic	No	No	0	11	FALSE	29925
2260	38	Atlantic	No	No	10.1	11	TRUE	20222
2261	32	Atlantic	No	Yes	10.75	12	TRUE	20221
2262	33	Prairies	Yes	No	12.8	13	TRUE	19949
2263	50	BC	No	Yes	13.49	16.5	TRUE	57109
2264	39	Prairies	No	No	23.67	16.3	TRUE	38979
2265	53	Ontario	No	No	0	10	FALSE	18414
2266	43	Prairies	No	No	11.35	12.9	TRUE	35519
2267	51	Atlantic	No	No	5.67	12.1	TRUE	21647
2268	38	Prairies	No	Yes	0	16.5	FALSE	81505
2269	35	Prairies	No	Yes	5.86	10	TRUE	16262
2270	60	Prairies	No	No	11	4	TRUE	31927
2271	34	Prairies	Yes	Yes	11.52	16	TRUE	11973
2272	37	Quebec	Yes	Yes	0	20	FALSE	49915
2273	54	Quebec	No	No	0	6	FALSE	15447
2274	41	Ontario	No	No	10.34	13.3	TRUE	60329
2275	36	Quebec	No	No	0	10	FALSE	27382
2277	36	Ontario	No	No	16.72	14	TRUE	49183
2278	33	Atlantic	No	No	4.47	11	TRUE	21198
2279	26	Prairies	Yes	No	8.62	13	TRUE	21152
2280	39	Prairies	No	No	15.26	12	TRUE	70497
2281	38	BC	No	Yes	23.89	17	TRUE	67142
2282	40	Prairies	No	Yes	0	15	FALSE	1934
2283	48	Ontario	No	No	12	10	TRUE	19840
2284	28	Ontario	Yes	No	0	14	FALSE	26424
2285	61	Quebec	No	No	0	11.5	FALSE	26695
2286	40	Atlantic	No	No	20.4	13.5	TRUE	22108
2287	64	Ontario	No	No	24.76	15	TRUE	7878
2289	30	Ontario	No	No	6.7	8	TRUE	29621
2290	62	Quebec	No	No	10	16	TRUE	87861
2291	47	BC	No	No	7	12.7	TRUE	5921
2292	31	Quebec	Yes	Yes	0	12.5	FALSE	11767
2293	55	Atlantic	No	No	13.39	10	TRUE	26569
2294	33	Atlantic	No	Yes	15.36	12	TRUE	22341
2295	48	Ontario	No	Yes	17	12	TRUE	10021
2297	36	Atlantic	No	Yes	4.14	17.5	TRUE	34316
2299	54	Quebec	No	No	0	10	FALSE	14368
2300	34	Atlantic	No	Yes	4.75	12.5	TRUE	22119
2301	53	Atlantic	No	No	0	10	FALSE	22270
2302	50	Atlantic	No	No	0	11	FALSE	16058
2303	31	Prairies	No	No	5	15	TRUE	20364
2304	35	Ontario	No	Yes	0	16	FALSE	23354
2305	45	Prairies	No	No	13.17	12.5	TRUE	47005
2306	27	Quebec	No	No	21.12	16	TRUE	19621
2307	64	Ontario	No	No	0	10	FALSE	23511
2308	41	Prairies	No	No	0	15	FALSE	35928
2309	56	Atlantic	No	No	0	10	FALSE	12855
2310	48	BC	No	No	0	17	FALSE	59188
2311	36	Prairies	No	No	15.57	12	TRUE	27173
2312	36	Atlantic	No	No	11	12.5	TRUE	38560
2313	29	Prairies	Yes	Yes	10	13	TRUE	27207
2314	56	Prairies	No	No	16.8	10	TRUE	101613
2316	42	Atlantic	No	No	10.83	11.5	TRUE	32022
2317	63	Ontario	No	No	0	12	FALSE	27237
2318	29	Atlantic	No	No	7.17	13	TRUE	15044
2319	28	Atlantic	Yes	Yes	5	10	TRUE	18292
2320	56	Ontario	No	No	0	17.1	FALSE	14342
2321	61	Prairies	No	No	0	9	FALSE	6937
2322	57	Quebec	No	No	10	7	TRUE	8196
2324	39	Ontario	Yes	No	0	18	FALSE	117519
2325	35	Prairies	No	No	0	14	FALSE	42596
2326	34	Ontario	No	No	15.93	9.2	TRUE	5387
2327	58	BC	No	No	0	6	FALSE	12573
2328	60	Prairies	No	No	5.56	9	TRUE	34919
2329	39	Prairies	No	No	5.7	9	TRUE	25150
2330	23	Quebec	Yes	No	0	13	FALSE	22007
2331	48	Atlantic	No	No	0	15	FALSE	49181
2332	33	Quebec	Yes	Yes	0	12	FALSE	34174
2333	44	Prairies	No	No	8.5	14.5	TRUE	33267
2334	38	Quebec	No	No	3.9	11	TRUE	30242
2335	41	Ontario	No	No	8.09	8	TRUE	40782
2336	51	Atlantic	No	No	5.42	13	TRUE	23539
2337	43	Ontario	No	No	13.19	10	TRUE	57007
2338	39	Ontario	No	No	23.04	11	TRUE	51451
2339	50	Ontario	No	No	19.2	12	TRUE	56932
2340	35	Ontario	No	Yes	19.2	18	TRUE	20502
2341	34	Prairies	No	Yes	0	15	FALSE	48747
2343	37	Ontario	Yes	Yes	25.95	15	TRUE	18453
2344	58	Ontario	No	No	12.8	11.5	TRUE	44633
2345	26	Prairies	No	Yes	5	12	TRUE	45605
2346	45	Prairies	No	No	0	8	FALSE	111702
2347	49	Atlantic	No	No	0	11	FALSE	25269
2349	25	Quebec	Yes	Yes	13.33	8	TRUE	23861
2350	27	Ontario	Yes	No	9.2	18	TRUE	29521
2352	41	Ontario	No	No	15.36	12	TRUE	44095
2353	60	Quebec	No	No	0	9	FALSE	21118
2354	37	Ontario	Yes	Yes	0	14	FALSE	23546
2355	52	Atlantic	No	No	0	17	FALSE	75871
2356	28	Atlantic	Yes	Yes	12.34	14	TRUE	17001
2357	22	BC	No	No	19.17	15	TRUE	25432
2358	42	Atlantic	No	No	15.16	12.6	TRUE	29330
2359	30	Quebec	Yes	Yes	12.05	8.5	TRUE	24272
2360	39	Ontario	No	No	0	12.5	FALSE	31702
2361	60	Atlantic	No	No	0	11	FALSE	36502
2362	62	Prairies	No	No	0	12	FALSE	31537
2364	33	BC	No	Yes	12	4	TRUE	48065
2365	55	Ontario	No	No	0	8	FALSE	21101
2367	53	Quebec	No	No	0	12	FALSE	36096
2369	58	Quebec	No	No	0	9	FALSE	15986
2370	63	Prairies	No	No	0	12.5	FALSE	38271
2371	62	Quebec	No	No	14.48	7	TRUE	4301
2372	34	BC	No	No	0	12	FALSE	55899
2373	52	Quebec	No	No	22.88	15.3	TRUE	36837
2374	65	Quebec	No	No	0	7	FALSE	67094
2375	25	BC	No	No	0	14.5	FALSE	24899
2376	23	Atlantic	No	No	6.08	13	TRUE	17295
2377	25	Ontario	No	No	10	15.2	TRUE	26167
2378	49	Prairies	No	No	11.96	13	TRUE	40435
2379	46	Quebec	No	No	11	9	TRUE	17129
2380	61	Ontario	No	No	15.84	13	TRUE	21603
2382	37	Prairies	No	Yes	12	11.5	TRUE	17983
2383	51	Ontario	No	No	34.56	19.2	TRUE	52169
2384	35	Prairies	No	Yes	11.27	12	TRUE	38013
2385	54	Prairies	No	No	9.6	11.5	TRUE	35048
2386	40	Prairies	No	No	13.85	12	TRUE	19616
2387	40	Ontario	No	No	10.5	12	TRUE	15343
2388	56	Prairies	No	No	11	11	TRUE	15991
2389	38	Atlantic	No	No	7.36	10.5	TRUE	18996
2390	43	Prairies	No	No	9.71	12.5	TRUE	48427
2391	30	Quebec	Yes	Yes	17.43	14	TRUE	29971
2392	46	Prairies	No	No	13.04	12.5	TRUE	21578
2393	45	Quebec	No	No	13.71	12.5	TRUE	39477
2394	31	Ontario	Yes	Yes	17	12	TRUE	23386
2396	23	Atlantic	Yes	No	7.76	13	TRUE	20868
2397	43	Quebec	Yes	Yes	27.43	18	TRUE	21890
2398	37	Quebec	No	No	13.71	10.5	TRUE	31701
2399	33	BC	No	Yes	0	14	FALSE	35398
2401	38	Quebec	Yes	Yes	0	20	FALSE	47996
2402	22	Ontario	Yes	No	6.85	9.5	TRUE	21283
2403	42	Ontario	No	No	0	18	FALSE	38416
2405	43	Prairies	No	No	7.05	12.5	TRUE	32498
2406	38	Atlantic	No	No	5.25	9	TRUE	36095
2407	27	Atlantic	Yes	No	7.42	13.5	TRUE	28347
2408	51	Atlantic	No	No	7	12	TRUE	25378
2410	48	Atlantic	No	No	21.94	16	TRUE	63865
2411	41	Prairies	No	Yes	11.12	12	TRUE	25844
2413	42	Prairies	No	No	0	13	FALSE	54099
2414	42	Atlantic	No	No	6.25	9	TRUE	24497
2415	46	Atlantic	No	No	6.89	9	TRUE	49772
2416	41	Prairies	No	No	10.2	12	TRUE	29373
2417	51	Quebec	No	No	0	13	FALSE	34011
2418	31	Prairies	No	Yes	0	12	FALSE	29958
2419	60	Prairies	No	No	0	11	FALSE	8647
2420	37	Ontario	No	Yes	10	14.1	TRUE	18368
2421	30	Ontario	Yes	No	10	10	TRUE	31788
2422	53	BC	No	No	0	12	FALSE	37306
2423	50	Ontario	No	No	27.84	18	TRUE	47149
2424	43	Ontario	No	Yes	10	14	TRUE	30553
2425	44	Ontario	No	No	21.84	17	TRUE	39212
2426	30	Ontario	Yes	No	0	12	FALSE	0
2427	62	Ontario	No	No	0	11	FALSE	55501
2428	39	Ontario	No	No	15.36	12	TRUE	34839
2429	63	BC	No	No	0	12	FALSE	56197
2430	45	Atlantic	No	Yes	0	12	FALSE	32093
2431	47	Atlantic	No	No	12.77	10	TRUE	34707
2432	32	Prairies	No	Yes	9.63	13	TRUE	22642
2433	35	Ontario	No	Yes	0	12.5	FALSE	40348
2434	62	Atlantic	No	No	0	4	FALSE	18088
