age	nonint	mwork	meduc	income	nsibs	fundprot	tradrole
9616	15.666666667	yes	no	12	2449	6	yes	SD
9623	17.416666667	no	no	12	1771	3	yes	A
9631	20.333333333	no	no	12	3499	2	no	SD
9633	20.333333333	no	no	8	5200	5	yes	D
9647	16.5	no	no	12	3191	3	no	SD
9654	15.5	yes	no	14	3464	2	no	SD
9657	20	yes	yes	12	4100	2	no	D
9658	16.75	yes	yes	12	5000	2	no	SD
9671	17.5	yes	no	9	2279	3	yes	SD
9691	20.333333333	yes	yes	16	14707	1	yes	SD
9692	21.166666667	no	no	13	14707	1	no	SD
9693	18.416666667	yes	yes	11	2479	2	yes	SD
9698	19.916666667	no	yes	10	2775	2	yes	SD
9700	19.666666667	no	no	16	4500	1	no	A
9702	21.333333333	no	no	16	3500	2	yes	A
9704	21.25	yes	yes	14	14707	3	no	SD
9705	21	no	yes	12	5500	2	no	SD
9709	19.833333333	no	no	12	40415	2	no	SD
9712	20.916666667	no	no	12	23785	1	yes	D
9713	21.666666667	no	yes	18	14707	3	no	D
9714	19.916666667	no	yes	12	2300	3	yes	SD
9715	20.416666667	no	no	12	14707	3	no	D
9716	20.333333333	yes	yes	12	4300	1	yes	SD
9717	20.083333333	yes	yes	13	4203	4	yes	D
9721	19.916666667	yes	yes	20	17536	2	no	D
9722	20.416666667	yes	yes	12	4300	3	no	SD
9727	21.583333333	no	yes	17	10399	0	no	D
9730	20.583333333	yes	yes	11	3220	5	yes	D
9731	17	yes	yes	11	3220	5	yes	D
9732	15.25	yes	yes	11	3220	5	yes	SD
9733	20.583333333	no	no	12	3540	3	no	SD
9736	21.416666667	no	yes	12	2714	0	yes	D
9740	19.166666667	yes	yes	13	4455	4	yes	D
9741	21.75	no	yes	12	3100	3	yes	D
9748	19.5	no	yes	16	3500	1	no	SD
9750	20.666666667	yes	no	8	967	1	yes	D
9753	19.416666667	no	no	11	0	6	yes	SD
9755	20.5	no	no	12	1259	1	no	D
9774	18.083333333	no	no	14	12000	1	yes	D
9782	15.333333333	yes	no	11	6577	3	no	SD
9795	16.666666667	yes	no	12	6004	3	yes	A
9796	14.25	yes	yes	12	2654	3	yes	SD
9797	18.5	yes	yes	12	6505	6	yes	D
9798	20.416666667	yes	no	12	2500	4	no	SD
9799	16.916666667	yes	no	12	2500	4	no	A
9807	20.333333333	no	no	12	8491	4	yes	D
9818	15.583333333	yes	no	8	14707	2	no	SD
9834	19.25	yes	yes	12	2718	4	yes	SD
9861	21.583333333	yes	no	11	3196	6	no	D
9864	20.583333333	no	no	10	6577	11	yes	A
9882	21.25	no	no	6	8210	6	no	A
9900	20.166666667	no	yes	12	2300	2	no	SD
9910	15	yes	no	10	2200	9	yes	SA
9921	17.916666667	yes	yes	12	3182	3	no	D
9924	20.166666667	no	no	12	16500	5	no	D
9932	19.166666667	yes	yes	12	22274	2	no	D
9979	21.583333333	yes	yes	9	2820	3	no	D
10012	20.583333333	no	yes	12	8491	4	no	D
10015	19.416666667	yes	yes	11	664	3	no	D
10016	20.666666667	yes	no	12	8491	7	no	A
10017	14.25	yes	yes	12	2598	4	no	SD
10039	16.833333333	no	yes	11	1750	3	yes	SD
10044	16.583333333	no	yes	12	2500	2	yes	A
10045	15.583333333	no	no	12	2500	2	yes	D
10059	15.333333333	yes	no	12	2939	4	no	D
10063	16.5	yes	yes	12	1324	5	no	SD
10064	14.25	yes	yes	12	932	3	yes	SD
10066	20.916666667	no	no	12	7354	6	no	A
10081	15.333333333	yes	no	10	1342	3	yes	D
10086	16.25	yes	yes	8	3677	4	yes	D
10087	14.666666667	yes	no	3	750	4	yes	D
10088	14.666666667	yes	no	3	750	4	yes	A
10092	21.583333333	no	no	6	10399	7	yes	SA
10093	19.083333333	no	yes	12	8491	1	yes	A
10095	14.333333333	yes	yes	8	8491	6	yes	SA
10096	17.25	no	no	11	8491	1	yes	D
10097	17.416666667	no	no	8	5559	8	no	D
10101	17.833333333	no	yes	12	7354	4	no	D
10102	18.833333333	no	no	6	1848	4	no	D
10103	16.416666667	no	no	6	1848	4	no	D
10104	21	no	yes	9	4750	5	yes	D
10109	15.083333333	yes	yes	9	6004	5	no	A
10117	21	yes	no	12	10399	4	no	A
10119	21.333333333	no	no	9	8491	6	no	SD
10136	21.583333333	no	yes	9	1143	5	yes	D
10140	20.583333333	no	yes	9	1400	2	no	SD
10142	15.5	no	no	12	1534	2	yes	A
10144	20	no	no	17	14707	5	yes	D
10145	17.916666667	no	yes	15	3464	2	yes	A
10148	14.416666667	yes	yes	10	907	1	yes	A
10149	18.416666667	no	yes	12	5200	4	yes	D
10150	17.25	no	yes	11	5200	4	yes	D
10210	15.583333333	yes	yes	12	2828	2	no	D
10212	21.25	no	no	12	5955	4	no	SD
10213	20.75	no	yes	12	3267	5	no	D
10214	19.166666667	yes	no	7	6500	5	no	SD
10215	21.916666667	yes	yes	12	8491	3	no	D
10216	14.416666667	yes	no	12	1968	4	no	D
10218	15.583333333	yes	no	8	2300	3	no	D
10219	17.333333333	no	yes	12	20785	4	no	SD
10220	19.666666667	no	no	6	1608	10	yes	D
10221	19.916666667	no	no	12	4500	3	no	D
10222	19.333333333	no	no	12	6108	2	no	D
10225	15.916666667	yes	yes	11	4243	3	no	D
10227	21.25	no	yes	9	2041	3	yes	SD
10231	19.083333333	yes	no	9	7354	7	no	SD
10241	18.25	no	yes	8	8491	5	no	D
10243	18.75	yes	no	12	8491	4	no	A
10245	18.833333333	no	no	8	4902	10	no	D
10246	21.166666667	no	no	13	3700	2	no	SD
10252	17.916666667	no	no	12	6047	6	no	A
10254	19.583333333	no	yes	9	5636	1	no	D
10255	19.416666667	no	yes	10	559	3	no	SD
10257	15.25	yes	no	7	2250	2	yes	SA
10260	15.583333333	yes	yes	11	3130	3	no	SD
10261	14.583333333	yes	no	11	3130	3	no	D
10262	18.583333333	no	no	11	6940	3	yes	SD
10267	20.25	no	no	12	3900	3	no	D
10268	19.916666667	no	no	12	2510	3	no	D
10269	18.916666667	no	no	13	5760	2	no	SD
10270	21	no	yes	12	14500	3	no	D
10271	20.666666667	no	yes	12	2000	3	no	SD
10272	20.833333333	no	no	15	1700	3	no	D
10273	20.166666667	no	yes	12	8083	1	no	D
10276	21.916666667	no	no	14	14707	4	no	SD
10277	21.083333333	no	yes	10	4162	1	no	SD
10279	21.416666667	no	no	12	7354	1	yes	A
10280	21.416666667	yes	yes	15	4594	2	no	SD
10281	20.5	no	no	12	1120	3	no	SD
10282	20	no	yes	12	1305	1	no	SD
10283	21.416666667	no	no	12	2773	4	no	SD
10286	20.666666667	no	no	8	3500	3	yes	SD
10287	15.666666667	no	no	8	5200	5	no	SD
10290	17.833333333	yes	no	12	2952	4	no	SD
10291	16.333333333	yes	yes	12	3300	4	no	SD
10292	19.916666667	no	no	13	10399	4	no	A
10293	18.833333333	yes	yes	10	8491	1	no	D
10295	15.75	yes	yes	10	690	7	no	D
10296	20.5	yes	yes	7	7560	5	no	D
10297	15.416666667	yes	yes	7	7560	5	no	D
10299	15.25	yes	no	9	3214	8	no	SD
10300	16.083333333	yes	yes	12	2107	5	yes	SD
10302	18.666666667	no	no	9	4334	10	no	A
10342	18.166666667	no	no	13	4500	3	no	SD
10344	14.833333333	yes	no	11	5000	0	no	D
10345	19.583333333	no	yes	12	41755	2	no	D
10349	14.333333333	yes	yes	10	3008	5	yes	A
10350	19.916666667	no	yes	12	2587	1	no	A
10354	18.333333333	no	yes	12	2070	3	no	SD
10361	19.833333333	no	no	12	1166	6	no	A
10365	17.75	no	yes	6	4250	2	no	SD
10366	16.666666667	no	yes	16	5559	3	no	SD
10367	14.5	no	yes	12	5559	3	no	D
10388	14.666666667	no	yes	10	3801	3	no	D
10393	21.5	no	yes	17	14707	2	no	D
10394	21.166666667	no	yes	14	2050	3	no	SD
10395	21.333333333	no	yes	12	3255	2	no	SD
10396	21	no	yes	12	14707	2	no	SD
10399	19.916666667	no	yes	12	8351	4	no	D
10400	19.166666667	no	yes	12	3067	5	no	SD
10409	18.75	yes	yes	9	4840	4	no	SD
10411	14.416666667	yes	no	12	1629	2	no	SD
10413	19.833333333	no	yes	10	2268	7	no	D
10415	21.666666667	no	no	12	806	2	no	A
10418	15.916666667	yes	yes	10	2500	5	no	A
10419	20.666666667	yes	yes	11	2055	5	no	D
10420	18.083333333	yes	yes	12	2000	4	no	A
10437	20.75	no	no	12	12522	3	no	D
10442	18.166666667	no	no	14	14707	1	no	SD
10446	15.916666667	yes	no	3	2785	8	yes	A
10456	21	no	yes	12	3500	3	yes	SD
10458	20.75	no	no	12	4700	3	no	D
10459	17.166666667	yes	yes	11	3281	2	no	D
10460	21.75	no	no	12	2000	3	yes	SD
10465	17.333333333	yes	yes	8	200	6	no	D
10467	14.833333333	no	no	12	2869	3	yes	D
10474	21.666666667	no	yes	16	3079	6	no	SD
10475	17.75	yes	no	11	2460	3	yes	D
10477	21.916666667	no	no	10	2642	3	yes	D
10480	20.833333333	yes	no	12	2380	3	no	A
10484	14.333333333	yes	no	12	10399	3	no	D
10485	16.083333333	yes	no	12	14707	3	yes	SD
10494	16.166666667	yes	yes	9	2000	2	no	SD
10496	18.833333333	no	yes	9	6004	4	yes	D
10497	17.5	no	no	9	6004	4	yes	D
10498	15.166666667	no	no	9	6004	4	yes	SD
10502	19.5	no	no	3	5333	7	no	SA
10539	17.666666667	yes	no	12	10399	5	no	D
10558	15	yes	yes	10	1500	4	yes	D
10559	18.166666667	yes	no	11	3536	5	yes	D
10560	16.25	yes	no	11	3536	7	yes	SD
10562	17.583333333	yes	no	12	7354	4	yes	D
10564	14.75	yes	no	12	7354	4	no	A
10571	19.75	yes	no	12	3500	2	no	A
10577	14.833333333	yes	yes	13	2495	10	no	D
10588	19.25	yes	yes	12	3180	3	no	D
10589	21.333333333	no	yes	12	8491	2	no	D
10591	14.416666667	no	no	10	6667	6	no	D
10592	15.666666667	no	no	12	2385	7	no	SA
10594	17.75	yes	no	8	10399	6	no	D
10596	18.083333333	yes	yes	11	7354	3	yes	D
10597	21.166666667	no	yes	12	5559	3	no	D
10604	21.75	no	no	12	5200	2	no	SD
10618	19.833333333	no	yes	8	10500	2	no	SD
10624	19.25	no	yes	10	6200	4	no	SD
10625	21.333333333	no	yes	12	9570	1	no	SD
10626	19.666666667	no	no	12	4177	7	no	D
10627	20.5	yes	yes	6	5502	2	no	SD
10629	20.166666667	no	yes	12	14707	3	no	D
10633	19.25	no	no	12	14707	7	no	D
10636	20.333333333	no	yes	12	14707	7	no	D
10644	20.833333333	no	yes	12	6660	2	no	SD
10646	19.666666667	no	yes	10	14707	3	no	SD
10647	19.416666667	yes	yes	13	5000	2	no	SD
10649	19.166666667	no	no	12	2333	0	yes	SD
10651	18.333333333	no	yes	14	3605	5	no	SD
10652	20.5	no	yes	12	7000	2	no	SD
10653	19	no	no	12	2000	3	no	D
10674	19.583333333	no	no	12	2609	1	no	D
10677	20	no	yes	12	5120	3	no	SD
10681	19.416666667	no	no	11	4320	3	yes	D
10682	19.75	no	yes	12	6030	2	no	SD
10683	19.416666667	no	no	16	6078	8	no	D
10684	20.666666667	no	no	12	5610	1	no	D
10685	19	yes	yes	12	4578	4	no	A
10686	19.5	no	yes	12	5900	2	yes	SD
10687	21.75	no	yes	12	7000	3	no	D
10689	19.25	yes	no	9	10399	7	no	D
10691	20.916666667	no	no	12	10399	4	no	SD
10693	20.416666667	no	no	14	5823	9	no	D
10696	20.5	no	yes	16	10000	1	yes	SD
10711	19.833333333	no	yes	16	5254	2	no	SD
10713	19.083333333	no	no	12	6000	5	no	SD
10720	21.75	no	yes	12	10399	2	yes	SD
10731	18.916666667	no	yes	10	3050	1	no	D
10734	18.75	yes	yes	11	3049	8	yes	A
10736	21.083333333	no	no	12	12280	4	no	SD
10744	18.833333333	no	yes	16	4550	1	no	D
10751	20	no	yes	10	4600	3	no	SD
10752	20.416666667	no	no	14	10399	3	no	SD
10792	20.916666667	no	yes	16	10399	6	no	SD
10793	20.166666667	yes	yes	14	12360	3	no	SD
10800	20.416666667	yes	no	12	4619	0	no	D
10802	20	yes	no	12	8083	3	no	SD
10805	18.75	no	yes	12	10399	1	no	D
10806	20	no	no	12	1838	4	no	D
10807	19.083333333	no	yes	12	6718	1	no	SD
10808	21.833333333	no	no	16	6364	5	no	A
10811	19.583333333	no	yes	12	5200	2	no	D
10816	19.75	yes	yes	12	14707	9	no	D
10828	21.583333333	no	no	12	4243	1	yes	SD
10829	21.583333333	yes	yes	6	9192	3	no	SD
10833	19.583333333	no	no	10	14849	4	yes	D
10835	20.333333333	no	yes	11	5303	1	no	SD
10863	20.166666667	no	no	11	1600	4	yes	D
10868	18.416666667	no	no	12	14707	5	no	D
10871	18.5	no	yes	12	3290	2	no	SD
10874	20.166666667	no	yes	16	5400	4	no	D
10876	21.916666667	no	yes	12	4243	6	yes	D
10878	20.25	no	yes	11	5280	4	no	SA
10879	20.166666667	no	yes	8	4000	0	no	SD
10880	21	no	yes	12	10399	7	no	D
10900	19.666666667	yes	no	11	14707	13	no	SA
10901	21.416666667	no	no	10	5362	4	no	D
10904	20.916666667	no	no	9	3394	3	no	D
10923	18.25	no	no	9	1010	8	no	D
10924	20.416666667	no	no	12	3700	1	yes	SD
10929	21.25	no	no	14	6320	2	no	SA
10930	19.333333333	no	yes	16	7877	2	no	SD
10931	22	no	no	12	7252	2	no	SD
10944	19.166666667	no	no	12	3900	4	no	SD
10946	19.5	no	no	12	10399	1	no	D
10952	19.583333333	yes	no	12	4600	1	no	SD
10957	20.583333333	no	no	12	6500	0	no	SD
10959	21.25	no	yes	9	6900	4	yes	SD
10960	20.25	no	no	12	4062	1	no	D
10964	20.416666667	yes	yes	12	5032	2	no	SD
10973	19.75	no	yes	12	2700	0	yes	SD
10976	21.083333333	yes	no	14	3500	1	no	SD
10978	19.333333333	yes	no	15	4800	3	yes	A
10979	18.75	no	yes	14	2005	1	no	SD
10981	19.833333333	no	yes	15	5525	2	yes	D
10986	19.666666667	no	no	12	5000	2	no	D
10987	19.333333333	no	yes	12	7212	4	no	SD
11020	19.583333333	no	no	12	3600	3	no	SD
11022	21.666666667	no	no	8	14707	6	yes	SD
11028	19.916666667	yes	yes	8	9160	2	no	SD
11029	19.25	no	yes	13	5470	3	no	D
11031	19.75	no	yes	8	7000	3	no	D
11033	20.5	no	yes	12	6030	2	no	D
11034	18.25	no	yes	10	5263	3	no	D
11035	18.5	no	no	12	4630	4	no	D
11098	21.5	no	yes	8	7638	7	yes	SD
11099	19.666666667	no	no	11	14707	1	no	A
11108	19.833333333	no	no	12	5367	6	yes	SD
11115	20.083333333	no	no	13	3999	6	no	D
11116	19.25	no	no	12	4000	2	yes	D
11122	20.75	yes	no	10	12031	1	no	D
11131	19.25	no	no	12	6000	5	yes	SD
11132	21.916666667	no	yes	8	6364	2	no	SD
11133	19.583333333	yes	no	12	3818	3	no	D
11134	20.166666667	no	yes	13	5364	4	yes	SD
11135	21.166666667	no	yes	12	10399	7	no	D
11137	19.416666667	no	yes	12	3780	2	no	SD
11145	21.833333333	no	no	15	7354	1	no	D
11146	19.416666667	yes	no	12	4200	5	no	D
11147	19.083333333	yes	yes	11	10399	4	no	SD
11148	20.416666667	no	yes	12	4711	6	no	SD
11149	20.083333333	no	no	12	11075	3	no	SD
11150	21	no	yes	12	4313	3	no	SD
11151	20.75	yes	no	6	4010	4	no	D
11152	19.416666667	no	no	13	5080	1	no	SD
11159	19.916666667	no	no	15	2476	2	no	D
11160	19.916666667	no	no	12	14397	3	yes	SD
11163	21.583333333	no	yes	12	14707	7	no	D
11164	19.5	no	no	12	14707	4	yes	D
11168	21	no	yes	12	4800	0	no	SD
11169	20.583333333	yes	no	11	10399	9	yes	D
11170	19.5	yes	no	11	6700	3	no	A
11171	20.666666667	no	no	12	6960	3	yes	D
11172	22	no	yes	15	14707	3	no	SD
11173	21.5	no	no	12	10399	3	yes	D
11174	20.5	no	yes	12	5400	0	no	D
11175	21	no	yes	12	10399	3	no	SD
11177	19.333333333	no	yes	6	6000	1	no	D
11182	19.916666667	yes	yes	12	10399	2	yes	SD
11183	20.583333333	no	yes	11	13200	1	yes	SD
11187	20.5	no	yes	15	14707	4	no	SD
11188	21.083333333	no	yes	12	14707	2	no	D
11189	20.416666667	no	no	12	9546	1	yes	SD
11191	21.75	no	yes	12	9699	2	no	SD
11200	20.75	no	yes	12	10399	7	yes	A
11203	20.416666667	yes	no	12	5638	3	no	D
11204	21.583333333	no	yes	12	6577	1	no	D
11213	21.25	no	no	12	14758	6	yes	D
11214	21.333333333	yes	yes	9	10399	6	no	SD
11217	19.833333333	yes	no	12	4950	3	no	D
11219	18.083333333	no	no	16	10399	3	no	SD
11220	19.75	yes	no	10	11662	8	yes	D
11224	20	yes	no	12	10399	5	no	SD
11225	18.5	no	no	12	10399	12	no	SD
11226	20.083333333	no	yes	12	7637	3	no	D
11228	19.583333333	no	no	11	8491	2	no	A
11235	21.083333333	no	yes	10	10399	1	yes	SD
11236	21.083333333	no	yes	12	5820	10	no	D
11237	19.583333333	yes	no	12	10000	5	no	SD
11243	21.75	yes	yes	9	5550	2	no	A
11244	21.416666667	yes	no	6	5590	5	no	SD
11259	19.666666667	no	no	12	7700	5	no	SD
11260	21.666666667	no	no	12	14707	4	no	SD
11261	21.416666667	yes	yes	12	4800	1	no	SD
11262	21.75	no	no	11	8491	2	yes	D
11266	19.416666667	no	no	12	5000	1	no	D
11268	21.333333333	yes	yes	12	13840	3	yes	SD
11269	18.583333333	no	no	12	2500	3	no	SD
11270	19.583333333	yes	yes	12	4500	2	no	D
11272	19.166666667	no	yes	12	3400	2	no	SD
11277	18.666666667	yes	yes	10	14707	4	no	A
11278	21.333333333	no	no	12	7000	5	no	SD
11283	20.416666667	no	no	13	8491	10	no	SD
11284	21.833333333	no	no	12	10346	2	no	SA
11285	21.666666667	no	no	12	7530	7	no	D
11296	21.166666667	no	no	18	6212	7	yes	A
11298	19.333333333	no	no	12	5600	3	no	D
11299	20.25	no	no	12	4041	4	no	SD
11304	21.666666667	no	no	8	10681	2	no	D
11307	20.083333333	no	no	8	5940	3	no	D
11308	19.833333333	no	no	6	6350	3	no	SD
11309	19.25	no	no	13	5200	11	no	D
11310	20.416666667	no	no	8	8626	1	yes	D
11313	21.75	no	no	8	5946	1	no	D
11319	19.5	no	yes	12	2100	3	yes	SD
11320	20	no	no	12	14707	2	no	D
11321	17.75	no	yes	11	4700	1	no	SD
11324	18.916666667	no	yes	8	5360	4	yes	D
11327	18.25	no	yes	6	3420	3	no	D
11343	21.666666667	no	no	14	14142	6	no	SD
11345	19.166666667	yes	yes	12	14707	4	yes	SD
11346	21.75	yes	yes	8	8372	0	yes	D
11347	21.416666667	no	no	12	14707	0	no	D
11348	19.333333333	yes	no	8	4500	2	yes	SD
11355	20.583333333	yes	no	12	3536	3	no	D
11356	22	no	no	9	7000	4	no	SD
11357	20.833333333	no	yes	10	3464	1	no	SD
11358	19.833333333	no	yes	13	5852	3	yes	SD
11365	21.583333333	no	yes	12	6396	2	no	SD
11366	19.5	no	yes	11	2500	3	no	D
11369	20.083333333	yes	yes	8	3536	0	no	SD
11371	19.833333333	no	yes	16	5610	5	no	SD
11373	21.5	no	yes	12	14707	5	no	SD
11374	20.083333333	no	yes	12	5082	8	no	SD
11375	21.75	yes	no	12	5500	1	no	SD
11378	19.583333333	no	no	12	5570	5	no	A
11380	18.666666667	yes	yes	12	2000	1	no	D
11389	20.25	no	no	12	5600	5	no	D
11390	19.833333333	no	no	12	10962	7	no	A
11392	19.833333333	no	yes	16	6000	4	no	SD
11393	21.25	no	no	12	7969	5	no	A
11396	20.5	no	no	16	6000	1	no	SD
11397	21.416666667	no	no	12	6647	1	yes	D
11398	21	yes	yes	12	6000	2	yes	SD
11399	18.75	yes	yes	11	1400	2	no	D
11400	18.5	no	yes	12	14707	3	no	SD
11401	19.583333333	no	no	11	4000	2	no	A
11402	18.416666667	no	no	12	2320	5	no	SD
11403	18.75	yes	yes	14	4800	2	no	D
11404	18.416666667	no	no	13	2855	6	no	A
11409	21.583333333	yes	no	8	6000	2	no	SD
11411	20	no	no	12	8491	0	yes	SD
11416	19.916666667	no	yes	12	11314	1	no	D
11420	18.75	no	yes	9	14707	2	no	SD
11432	20.083333333	no	no	8	2970	2	no	SD
11440	19.916666667	yes	no	12	5370	0	yes	A
11442	20.416666667	yes	no	10	5350	4	yes	SA
11443	18.416666667	yes	no	12	2095	2	yes	D
11445	18.5	yes	no	15	8176	2	no	SD
11446	18.916666667	yes	yes	12	2800	1	no	SD
11447	21.833333333	no	yes	8	3600	2	no	D
11448	19.916666667	no	no	10	14707	2	no	SD
11449	18.083333333	no	yes	10	2166	1	no	SD
11454	20.75	no	yes	12	8736	3	no	D
11455	19.833333333	yes	no	12	4815	12	no	SD
11457	20	no	yes	10	5065	3	no	D
11458	19.583333333	no	yes	14	5000	3	no	D
11459	21.25	no	yes	12	14707	3	no	SD
11460	20.25	no	yes	12	6161	2	no	SD
11468	21.583333333	no	no	16	9815	1	no	SA
11471	21	no	yes	18	10399	7	no	SD
11474	20.833333333	no	yes	12	10399	6	no	SD
11477	21.416666667	no	no	12	3000	2	no	SD
11482	21.083333333	no	no	15	6145	2	no	SD
11486	21.666666667	no	no	11	8700	3	no	D
11487	19.583333333	no	no	14	5172	1	yes	D
11488	18.833333333	no	no	10	7018	5	yes	SD
11490	22	no	no	11	8839	1	yes	SD
11492	19.166666667	no	no	12	4050	4	no	SD
11493	20.416666667	no	yes	8	4220	4	no	SD
11501	19.166666667	no	yes	13	5000	5	no	D
11502	21.916666667	no	yes	14	6500	1	yes	SD
11503	19.666666667	no	no	12	4050	3	yes	A
11512	20	no	no	8	4041	4	yes	SD
11514	21.083333333	yes	yes	16	4243	1	no	D
11517	21.083333333	no	yes	12	14707	2	no	A
11518	20.416666667	no	yes	12	7354	2	no	SD
11519	18.416666667	yes	yes	14	5800	3	yes	SD
11521	21.25	yes	yes	12	4800	2	no	D
11524	21.25	yes	yes	15	10399	5	no	SD
11527	20.916666667	no	no	14	9330	4	no	D
11528	19.833333333	yes	yes	14	11000	4	no	D
11529	21.083333333	yes	no	8	10399	3	no	SD
11531	21.25	no	yes	12	11013	2	no	SD
11532	21.333333333	no	no	12	7500	5	no	SD
11533	19.416666667	no	yes	12	8200	5	no	D
11537	20.833333333	no	no	12	14707	5	no	SD
11538	18.833333333	no	yes	12	5940	5	no	SD
11540	19.833333333	no	no	12	4800	6	no	SD
11541	20.416666667	no	yes	14	5550	10	no	SD
11548	19.5	yes	yes	14	5000	1	no	D
11549	21.166666667	no	no	10	11600	6	no	D
11555	21.25	no	no	15	5300	2	no	SD
11556	21	no	yes	14	8360	6	no	SD
11557	19.166666667	yes	no	12	3600	5	no	D
11563	21.5	yes	yes	12	3182	4	no	SD
11564	20.5	no	no	9	9020	3	no	D
11566	20.75	no	yes	12	5000	1	no	D
11570	21.666666667	no	yes	12	6113	3	no	SD
11571	19.166666667	no	no	12	3000	1	yes	D
11572	21.166666667	no	yes	18	3999	1	no	D
11573	20.5	yes	yes	12	9516	2	no	D
11576	19.25	yes	no	10	5940	1	no	D
11633	20.166666667	yes	yes	11	8000	5	yes	A
11639	19.75	no	no	12	9600	3	no	SD
11640	19.75	no	yes	12	8491	10	no	SD
11641	21.416666667	yes	yes	12	5050	6	no	D
11642	21.166666667	yes	no	12	9016	2	no	SD
11650	20.833333333	yes	no	12	14707	5	yes	SD
11652	19.666666667	no	yes	12	8609	1	yes	D
11705	21.416666667	no	no	8	5200	9	no	D
11706	20.916666667	yes	yes	11	6000	9	no	SD
11708	20.25	yes	yes	12	14707	3	no	SD
11709	19.583333333	yes	no	17	10399	7	no	SD
11710	21.583333333	no	no	12	4025	5	no	SD
11711	21.666666667	no	no	12	7120	1	no	A
11713	21.166666667	yes	no	12	5200	8	no	SD
11714	21.333333333	no	yes	12	5280	2	yes	SD
11717	18.083333333	no	no	12	1805	3	no	SD
11718	21.5	no	yes	16	14707	3	no	SD
11719	18.833333333	no	no	12	5500	3	yes	SD
11725	20.916666667	yes	no	12	6351	4	no	D
11726	20.75	no	yes	12	14707	3	no	D
11731	20.833333333	yes	yes	13	5774	6	no	SD
11732	19.5	yes	yes	12	14707	7	no	D
11733	19.583333333	no	yes	12	10399	5	no	SD
11734	20.333333333	no	yes	12	7520	5	no	SD
11739	20.083333333	no	yes	12	14707	5	no	SD
11741	20.333333333	no	yes	12	10399	2	yes	SD
11742	19.416666667	yes	yes	9	8061	1	no	SD
11743	19.5	yes	yes	14	6544	5	yes	D
11744	20.25	yes	yes	11	8372	0	yes	D
11747	19.833333333	yes	yes	12	5000	3	no	D
11753	20.25	no	no	14	0	5	no	D
11757	16.916666667	no	yes	10	7155	2	no	SD
11768	16.083333333	no	no	12	6004	4	no	SD
11769	18.416666667	no	no	16	313	1	no	SD
11774	17.25	no	no	13	7354	1	no	SD
11779	20.916666667	yes	no	17	2400	2	no	D
11781	14.75	no	no	14	24495	5	no	SD
11783	14.333333333	yes	no	16	28284	1	no	SD
11784	16.583333333	no	yes	0	8000	5	no	D
11787	18.333333333	no	no	10	14434	1	no	D
11789	17.583333333	yes	yes	12	12728	5	no	SD
11792	17.833333333	no	no	8	7500	4	no	SD
11794	16	no	yes	10	3750	4	yes	D
11795	17.583333333	yes	no	8	10399	1	no	SD
11800	20.75	no	yes	12	9176	4	yes	A
11803	17.833333333	yes	yes	12	4899	3	yes	D
11807	14.583333333	no	yes	12	15000	1	no	D
11808	18.5	no	yes	12	10000	1	no	D
11811	20.583333333	no	no	8	11339	4	yes	SD
11812	19.416666667	no	no	8	12247	4	yes	D
11813	17.916666667	no	no	8	11717	4	yes	SD
11814	15.166666667	yes	no	8	12247	4	yes	D
11815	18.333333333	no	yes	12	11547	2	no	A
11816	20.583333333	no	no	13	16166	2	yes	SD
11818	16.166666667	no	no	8	2887	2	no	A
11819	17.166666667	yes	yes	12	12500	4	yes	SD
11834	20.333333333	no	no	9	7757	4	no	SA
11835	19.666666667	no	yes	12	20207	1	no	D
11847	18.333333333	no	no	14	10000	5	yes	D
11850	16	yes	no	12	6803	5	yes	SD
11851	20.25	no	no	12	9000	3	no	A
11853	15.416666667	no	yes	14	7354	2	yes	SD
11858	21.25	yes	yes	12	3000	4	no	D
11862	20	no	no	12	11000	3	yes	D
11865	14.916666667	yes	yes	15	8944	4	no	SD
11866	19.333333333	no	no	12	9391	3	no	D
11867	15.75	yes	yes	13	13856	1	no	D
11868	14.416666667	yes	yes	13	13856	1	no	SD
11869	18.666666667	no	yes	13	4510	3	no	SD
11870	16.583333333	yes	yes	12	5774	4	no	SD
11871	15.583333333	yes	yes	12	5774	3	no	SD
11873	19.166666667	no	yes	12	5369	3	no	D
11874	21.75	no	yes	12	8491	3	no	D
11876	17.666666667	no	yes	11	7354	1	no	SD
11877	15	no	yes	11	7354	1	no	SD
11878	14.666666667	no	no	9	3182	5	yes	A
11879	18.5	no	yes	12	6708	2	no	D
11881	21.666666667	no	yes	13	8981	3	no	SD
11882	20.416666667	no	yes	12	8981	3	no	D
11886	21.583333333	no	no	12	8285	2	no	SD
11894	19.25	no	no	11	8712	2	no	D
11898	18.916666667	no	yes	12	19500	1	no	SD
11899	16.583333333	no	yes	12	19500	1	no	D
11900	19.75	yes	yes	11	20082	1	no	SD
11901	19	no	yes	12	19500	1	yes	D
11902	20.75	no	yes	12	19000	1	no	D
11905	18.333333333	no	yes	8	3089	4	yes	SD
11906	19.25	yes	yes	12	8160	0	yes	A
11909	16	no	no	8	2500	3	no	D
11910	18.333333333	no	yes	12	6577	3	no	D
11912	16.25	no	no	12	7937	7	no	SD
11915	17	yes	yes	12	5559	6	no	SD
11918	17.083333333	no	yes	12	13416	2	no	SD
