age	region	kids04	kids59	hoursWorked	education	familyIncome
2131	26	Ontario	Yes	No	2066	12	40166
2133	34	Ontario	Yes	Yes	339	12.5	27171
2134	32	Prairies	No	Yes	886	14.3	48485
2135	47	Ontario	No	Yes	496	16.5	74000
2136	36	Ontario	No	No	1650	14	14590
2137	47	Atlantic	No	No	1669	12.5	23624
2138	45	Ontario	No	No	1721	12	40622
2140	40	Ontario	No	No	1864	19	28673
2141	62	Ontario	No	No	0	8	7149
2142	27	Atlantic	No	No	873	15.1	25882
2143	51	Prairies	No	No	652	9	43336
2144	59	Prairies	No	No	0	12	17128
2145	40	BC	No	Yes	1304	14.5	47746
2146	62	Prairies	No	No	329	8	36924
2147	55	Quebec	No	No	200	7	34495
2149	39	Prairies	No	No	938	10	14458
2150	42	Atlantic	No	No	0	10	15374
2152	64	Prairies	No	No	0	6	84201
2153	64	BC	No	No	0	12.5	13530
2154	39	Atlantic	No	No	0	8	32654
2155	41	Quebec	No	No	1564	11	38451
2156	53	Atlantic	No	No	1955	14	29977
2157	42	Atlantic	No	No	0	8	45611
2158	29	BC	Yes	No	1699	14	22176
2159	25	Prairies	Yes	Yes	0	12	16257
2161	62	Atlantic	No	No	909	6.5	7429
2162	25	Prairies	No	Yes	1825	12.5	29099
2163	58	Prairies	No	No	0	8	25512
2164	62	Ontario	No	No	0	4	28124
2165	37	Prairies	No	No	1302	12	24833
2166	37	BC	No	Yes	2086	7	16601
2167	58	Ontario	No	No	0	13.5	33445
2168	45	Prairies	No	No	2086	12.5	16896
2169	63	Ontario	No	No	0	14	36473
2170	48	Quebec	No	No	1315	20	54132
2171	40	Quebec	Yes	Yes	0	17.5	9332
2172	52	Ontario	No	No	2029	9	24257
2173	38	Prairies	No	No	1616	12.5	39052
2174	35	Quebec	Yes	No	2086	19	36234
2175	56	Atlantic	No	No	2086	8	29035
2176	22	Prairies	No	No	1877	13	29292
2177	30	Atlantic	Yes	No	670	18	41568
2178	50	Quebec	No	No	292	12	46286
2179	65	Quebec	No	No	0	4	13886
2180	41	Ontario	No	No	1043	12	43259
2181	45	BC	No	Yes	999	12.5	27747
2182	33	Prairies	Yes	No	91	17	30990
2183	43	Atlantic	No	No	393	12	48374
2184	35	Ontario	No	Yes	1148	14	38598
2185	48	Atlantic	No	No	0	9	70631
2186	38	Quebec	No	No	880	9	11773
2187	48	Quebec	No	No	2034	11	22410
2189	26	Atlantic	No	No	0	13	45780
2190	60	Atlantic	No	No	0	11	22447
2191	56	Quebec	No	No	0	12	24790
2192	50	Atlantic	No	No	69	19.3	61276
2193	60	Prairies	No	No	1043	9	14957
2194	34	Quebec	No	No	1877	9	25939
2195	56	Quebec	No	No	0	7	39512
2196	44	Ontario	No	Yes	1825	10.5	3710
2199	37	Atlantic	No	No	2086	11.5	26008
2200	33	Prairies	No	No	521	12	16757
2201	55	Prairies	No	No	0	8	21966
2202	32	Ontario	No	Yes	1738	10.3	35093
2203	36	BC	No	No	78	12	47581
2204	47	Quebec	No	No	1825	11	54914
2205	34	Prairies	No	No	0	8	6404
2206	37	Atlantic	No	Yes	209	11	21822
2207	63	Atlantic	No	No	0	10	30910
2208	55	Ontario	No	No	850	8	13434
2209	42	Ontario	No	Yes	1903	14.5	46687
2210	36	Atlantic	No	No	0	12	39099
2211	61	Ontario	No	No	0	14	25056
2212	44	Prairies	No	No	1043	12	70633
2213	35	Quebec	Yes	Yes	1564	20	131105
2214	49	Atlantic	No	No	0	3	43285
2215	48	Ontario	No	No	1929	12.2	27800
2216	38	Quebec	No	Yes	704	9	41417
2217	29	Ontario	No	No	2086	13.4	39184
2218	39	Atlantic	No	No	261	13	22750
2219	46	Prairies	No	No	782	12	23495
2220	24	Prairies	No	No	2607	16	34580
2221	63	Quebec	No	No	0	5	25890
2222	44	Prairies	Yes	Yes	1955	20	35051
2223	52	Quebec	No	No	0	15	0
2224	55	Ontario	No	No	2086	6	42254
2225	51	BC	No	No	0	6	22952
2227	30	Quebec	Yes	Yes	0	9	7993
2228	64	Atlantic	No	No	0	8	26837
2229	28	Ontario	No	No	1564	12.5	14458
2230	39	Ontario	No	Yes	1721	12	0
2231	36	Atlantic	No	No	0	14.5	26690
2232	35	Atlantic	No	Yes	2086	13	20333
2234	35	Prairies	No	Yes	3730	14	7878
2235	46	Ontario	No	No	442	11.5	75912
2236	37	Atlantic	No	No	1915	10	20285
2237	33	Prairies	No	Yes	2055	13	18679
2238	49	Atlantic	No	No	1251	15	40614
2239	58	Prairies	No	No	1304	12.5	27100
2240	61	Prairies	No	No	0	8	20664
2241	62	Prairies	No	No	1564	9	14266
2242	35	Atlantic	Yes	Yes	1956	17	15290
2243	37	Quebec	No	No	1769	11.1	3791
2244	29	Quebec	Yes	Yes	407	12	21815
2245	45	Atlantic	No	No	2190	13	38753
2246	41	BC	No	No	1908	12.5	84046
2248	37	Atlantic	No	No	0	10.2	21021
2249	52	Quebec	No	No	1199	7	40562
2250	47	Ontario	No	No	0	20	39854
2251	49	Prairies	No	No	0	9	60705
2252	62	Atlantic	No	No	0	10	56124
2253	42	Quebec	No	No	1981	11	26766
2254	36	Atlantic	Yes	No	2086	12	27426
2255	28	Atlantic	Yes	No	299	11.5	24821
2256	34	Atlantic	Yes	Yes	0	13	14695
2257	46	Atlantic	No	No	1564	14	15624
2258	27	Ontario	No	No	1955	17	34304
2259	40	Atlantic	No	No	0	11	29925
2260	38	Atlantic	No	No	869	11	20222
2261	32	Atlantic	No	Yes	1955	12	20221
2262	33	Prairies	Yes	No	1848	13	19949
2263	50	BC	No	Yes	978	16.5	57109
2264	39	Prairies	No	No	1762	16.3	38979
2265	53	Ontario	No	No	0	10	18414
2266	43	Prairies	No	No	626	12.9	35519
2267	51	Atlantic	No	No	209	12.1	21647
2268	38	Prairies	No	Yes	0	16.5	81505
2269	35	Prairies	No	Yes	1380	10	16262
2270	60	Prairies	No	No	510	4	31927
2271	34	Prairies	Yes	Yes	869	16	11973
2272	37	Quebec	Yes	Yes	0	20	49915
2273	54	Quebec	No	No	0	6	15447
2274	41	Ontario	No	No	1955	13.3	60329
2275	36	Quebec	No	No	0	10	27382
2277	36	Ontario	No	No	2086	14	49183
2278	33	Atlantic	No	No	1220	11	21198
2279	26	Prairies	Yes	No	342	13	21152
2280	39	Prairies	No	No	1981	12	70497
2281	38	BC	No	Yes	2295	17	67142
2282	40	Prairies	No	Yes	0	15	1934
2283	48	Ontario	No	No	1304	10	19840
2284	28	Ontario	Yes	No	0	14	26424
2285	61	Quebec	No	No	0	11.5	26695
2286	40	Atlantic	No	No	1955	13.5	22108
2287	64	Ontario	No	No	1898	15	7878
2289	30	Ontario	No	No	232	8	29621
2290	62	Quebec	No	No	1251	16	87861
2291	47	BC	No	No	1825	12.7	5921
2292	31	Quebec	Yes	Yes	0	12.5	11767
2293	55	Atlantic	No	No	4746	10	26569
2294	33	Atlantic	No	Yes	1825	12	22341
2295	48	Ontario	No	Yes	1304	12	10021
2297	36	Atlantic	No	Yes	211	17.5	34316
2299	54	Quebec	No	No	0	10	14368
2300	34	Atlantic	No	Yes	624	12.5	22119
2301	53	Atlantic	No	No	0	10	22270
2302	50	Atlantic	No	No	0	11	16058
2303	31	Prairies	No	No	1825	15	20364
2305	45	Prairies	No	No	1825	12.5	47005
2306	27	Quebec	No	No	1825	16	19621
2307	64	Ontario	No	No	0	10	23511
2308	41	Prairies	No	No	0	15	35928
2309	56	Atlantic	No	No	0	10	12855
2310	48	BC	No	No	1955	17	59188
2311	36	Prairies	No	No	1841	12	27173
2312	36	Atlantic	No	No	1043	12.5	38560
2313	29	Prairies	Yes	Yes	1558	13	27207
2314	56	Prairies	No	No	938	10	101613
2316	42	Atlantic	No	No	1251	11.5	32022
2317	63	Ontario	No	No	0	12	27237
2318	29	Atlantic	No	No	1955	13	15044
2319	28	Atlantic	Yes	Yes	937	10	18292
2320	56	Ontario	No	No	0	17.1	14342
2321	61	Prairies	No	No	2086	9	6937
2322	57	Quebec	No	No	670	7	8196
2324	39	Ontario	Yes	No	1043	18	117519
2325	35	Prairies	No	No	2086	14	42596
2326	34	Ontario	No	No	868	9.2	5387
2327	58	BC	No	No	0	6	12573
2328	60	Prairies	No	No	834	9	34919
2329	39	Prairies	No	No	1825	9	25150
2330	23	Quebec	Yes	No	0	13	22007
2331	48	Atlantic	No	No	1668	15	49181
2332	33	Quebec	Yes	Yes	0	12	34174
2333	44	Prairies	No	No	2816	14.5	33267
2334	38	Quebec	No	No	1564	11	30242
2335	41	Ontario	No	No	2477	8	40782
2336	51	Atlantic	No	No	1474	13	23539
2337	43	Ontario	No	No	1251	10	57007
2338	39	Ontario	No	No	782	11	51451
2339	50	Ontario	No	No	2086	12	56932
2340	35	Ontario	No	Yes	1825	18	20502
2341	34	Prairies	No	Yes	470	15	48747
2343	37	Ontario	Yes	Yes	1929	15	18453
2344	58	Ontario	No	No	1304	11.5	44633
2345	26	Prairies	No	Yes	399	12	45605
2346	45	Prairies	No	No	0	8	111702
2347	49	Atlantic	No	No	0	11	25269
2349	25	Quebec	Yes	Yes	1571	8	23861
2350	27	Ontario	Yes	No	2346	18	29521
2352	41	Ontario	No	No	1955	12	44095
2353	60	Quebec	No	No	0	9	21118
2354	37	Ontario	Yes	Yes	2086	14	23546
2355	52	Atlantic	No	No	521	17	75871
2356	28	Atlantic	Yes	Yes	1825	14	17001
2357	22	BC	No	No	982	15	25432
2358	42	Atlantic	No	No	495	12.6	29330
2359	30	Quebec	Yes	Yes	1304	8.5	24272
2360	39	Ontario	No	No	0	12.5	31702
2361	60	Atlantic	No	No	0	11	36502
2362	62	Prairies	No	No	0	12	31537
2364	33	BC	No	Yes	1043	4	48065
2365	55	Ontario	No	No	0	8	21101
2367	53	Quebec	No	No	0	12	36096
2369	58	Quebec	No	No	0	9	15986
2370	63	Prairies	No	No	0	12.5	38271
2371	62	Quebec	No	No	1304	7	4301
2372	34	BC	No	No	2607	12	55899
2373	52	Quebec	No	No	1955	15.3	36837
2374	65	Quebec	No	No	0	7	67094
2375	25	BC	No	No	0	14.5	24899
2376	23	Atlantic	No	No	2086	13	17295
2377	25	Ontario	No	No	1981	15.2	26167
2378	49	Prairies	No	No	470	13	40435
2379	46	Quebec	No	No	1669	9	17129
2380	61	Ontario	No	No	2086	13	21603
2382	37	Prairies	No	Yes	2086	11.5	17983
2383	51	Ontario	No	No	1825	19.2	52169
2384	35	Prairies	No	Yes	1372	12	38013
2385	54	Prairies	No	No	834	11.5	35048
2386	40	Prairies	No	No	1877	12	19616
2387	40	Ontario	No	No	1669	12	15343
2388	56	Prairies	No	No	2086	11	15991
2389	38	Atlantic	No	No	1564	10.5	18996
2390	43	Prairies	No	No	367	12.5	48427
2391	30	Quebec	Yes	Yes	1304	14	29971
2392	46	Prairies	No	No	2086	12.5	21578
2393	45	Quebec	No	No	1460	12.5	39477
2394	31	Ontario	Yes	Yes	2086	12	23386
2396	23	Atlantic	Yes	No	968	13	20868
2397	43	Quebec	Yes	Yes	1289	18	21890
2398	37	Quebec	No	No	730	10.5	31701
2399	33	BC	No	Yes	0	14	35398
2401	38	Quebec	Yes	Yes	0	20	47996
2402	22	Ontario	Yes	No	260	9.5	21283
2403	42	Ontario	No	No	2346	18	38416
2405	43	Prairies	No	No	2086	12.5	32498
2406	38	Atlantic	No	No	1459	9	36095
2407	27	Atlantic	Yes	No	105	13.5	28347
2408	51	Atlantic	No	No	578	12	25378
2410	48	Atlantic	No	No	1825	16	63865
2411	41	Prairies	No	Yes	1529	12	25844
2413	42	Prairies	No	No	0	13	54099
2414	42	Atlantic	No	No	2086	9	24497
2415	46	Atlantic	No	No	1559	9	49772
2416	41	Prairies	No	No	2997	12	29373
2418	31	Prairies	No	Yes	0	12	29958
2419	60	Prairies	No	No	2920	11	8647
2421	30	Ontario	Yes	No	82	10	31788
2422	53	BC	No	No	0	12	37306
2423	50	Ontario	No	No	2242	18	47149
2424	43	Ontario	No	Yes	608	14	30553
2425	44	Ontario	No	No	2086	17	39212
2426	30	Ontario	Yes	No	0	12	0
2427	62	Ontario	No	No	0	11	55501
2428	39	Ontario	No	No	1955	12	34839
2429	63	BC	No	No	0	12	56197
2430	45	Atlantic	No	Yes	0	12	32093
2431	47	Atlantic	No	No	736	10	34707
2432	32	Prairies	No	Yes	2086	13	22642
2433	35	Ontario	No	Yes	0	12.5	40348
2434	62	Atlantic	No	No	0	4	18088
2435	28	Atlantic	Yes	Yes	1526	14	7385
2436	44	Prairies	No	No	2086	12	10749
2437	52	Prairies	No	No	0	15.5	29791
2438	30	Ontario	No	Yes	1043	14.3	31780
2439	43	Atlantic	No	No	0	7	41157
2440	36	Ontario	Yes	No	999	14	16082
2441	22	Atlantic	Yes	No	0	12.5	38520
2444	57	Atlantic	No	No	0	10	16290
2445	56	Prairies	No	No	652	8	58049
2446	33	Ontario	Yes	No	1564	15	38917
2447	51	Ontario	No	No	1955	11	65032
2448	41	Atlantic	No	No	1955	14	42799
2449	34	Quebec	Yes	Yes	1825	15	32781
2450	35	Ontario	No	No	2337	12	49855
2451	46	Prairies	No	No	1841	14	87132
2453	48	Atlantic	No	No	2086	11	20205
2454	51	BC	No	No	1564	17	24458
2455	46	Atlantic	No	No	0	9	24208
2456	37	Atlantic	Yes	No	748	12	9680
2457	63	Atlantic	No	No	0	8	18745
2458	25	Atlantic	No	No	1538	13	53267
2459	47	Ontario	No	No	0	12	45133
2460	41	Quebec	No	No	4031	20	37247
2461	57	Ontario	No	No	1955	16	53400
2462	41	Ontario	No	No	0	10	29268
2463	42	Quebec	No	No	1095	12.6	49203
2464	23	Ontario	No	No	2086	14	12348
2465	57	BC	No	No	209	10	27255
2466	37	Ontario	Yes	Yes	1043	13.6	32581
2467	63	Prairies	No	No	313	9	13471
2468	59	Ontario	No	No	1616	15	51915
2469	34	Ontario	No	Yes	1657	11.3	35881
2470	40	Prairies	No	No	1564	12.5	38494
2471	32	Atlantic	Yes	Yes	1877	14	14538
2472	36	Quebec	Yes	Yes	0	15	34801
2473	54	Ontario	No	No	339	8	26486
2474	60	Prairies	No	No	261	14	25068
2475	46	Prairies	No	No	1564	19	15156
2476	38	Atlantic	No	Yes	1093	11	33144
2477	42	Quebec	No	No	1356	12	25971
2478	39	Quebec	No	Yes	1825	11	30111
2479	45	Quebec	No	No	1825	13	55070
2480	34	Atlantic	No	Yes	1268	11	13454
2481	51	Prairies	No	No	2190	12	48746
2482	29	Ontario	Yes	Yes	0	12	22714
2483	47	Atlantic	No	No	2086	12	43768
2484	30	Ontario	Yes	Yes	1043	12	38694
2485	49	Ontario	No	No	1825	16	47383
2486	31	Ontario	Yes	Yes	1955	13	19787
2488	41	Atlantic	No	Yes	2086	13	0
2489	42	Atlantic	No	No	0	10	21795
2490	31	Ontario	Yes	No	1331	19	18720
2491	50	Atlantic	No	No	0	12	109213
2492	58	Ontario	No	No	1304	10	24363
2493	34	BC	Yes	No	1043	14	42314
2494	50	Ontario	No	No	0	9	38472
2495	48	Ontario	No	No	1981	15.5	15531
2496	52	Ontario	No	No	1427	11	21608
2498	32	Quebec	No	Yes	782	13	31245
2499	46	Prairies	No	No	0	10	37094
2500	31	Prairies	Yes	No	2511	16	54785
2501	38	Atlantic	No	No	0	8	14257
2502	64	Ontario	No	No	0	11.5	44727
2503	35	Quebec	No	No	0	13	15250
2504	37	BC	No	Yes	1711	13	6273
2505	33	Prairies	No	Yes	1955	13	28944
2506	53	Quebec	No	Yes	2036	12	12237
2507	35	Prairies	Yes	Yes	866	12.7	39343
2508	39	Ontario	Yes	Yes	644	14	29089
2509	33	Ontario	No	Yes	212	8	42625
2510	32	Ontario	Yes	Yes	1929	17.5	39455
2511	26	Quebec	No	No	1825	17.1	12021
2512	28	Atlantic	No	Yes	880	13	18359
2513	43	Quebec	No	No	1893	17	27570
2514	32	Atlantic	Yes	No	2086	11.5	11209
2515	36	Atlantic	No	No	1733	14.1	32769
2516	33	Prairies	Yes	No	1669	12.5	34777
2517	38	Atlantic	Yes	No	2086	15.5	28184
2518	45	Ontario	No	No	0	13	27879
2519	49	Prairies	No	No	1035	8.5	53300
2520	48	Ontario	No	No	2086	10	36362
2521	41	Quebec	No	No	1981	14	31023
2522	34	Prairies	No	Yes	0	12.5	41486
2523	46	Quebec	No	Yes	1825	13	25646
2524	52	Atlantic	No	No	0	10.5	25314
2525	44	Atlantic	No	No	0	17	58678
2526	33	Prairies	Yes	No	922	18	47042
2527	61	Quebec	No	No	1391	10	13074
2529	53	Atlantic	No	No	1981	12	37420
2530	43	Quebec	No	No	1721	14	49844
2532	33	Prairies	Yes	No	540	14	11245
2534	24	Quebec	No	No	1825	16.6	22960
2535	35	Ontario	Yes	No	1955	13.3	30174
2536	35	Prairies	Yes	Yes	417	12	15033
2538	38	Atlantic	No	No	0	10.1	70065
2539	57	Quebec	No	No	417	11	27498
2540	36	BC	Yes	No	261	9.5	15040
2541	53	Quebec	No	No	0	7	30435
2542	27	Ontario	No	No	2086	17	36711
2544	32	Prairies	Yes	Yes	86	12	42517
2546	65	Quebec	No	No	0	7	14145
2547	23	Atlantic	No	No	1844	10	7720
2548	37	Atlantic	Yes	No	445	10	35054
2549	43	Quebec	No	No	1251	12	46873
2550	41	Prairies	No	No	527	12	11086
2551	50	Ontario	No	No	1640	13	66778
2552	40	Atlantic	Yes	No	0	8	26209
2553	45	Atlantic	No	No	695	12.5	38791
2554	38	Prairies	No	Yes	1676	10.5	18599
2555	37	Atlantic	No	Yes	782	16	48503
2556	28	Prairies	Yes	No	272	12	28988
2557	35	Prairies	No	Yes	2086	14	39666
2558	38	Prairies	No	No	1043	12	13480
2559	61	Atlantic	No	No	0	11	21805
2560	51	Atlantic	No	No	1133	8	35068
2561	33	Atlantic	Yes	No	0	10	26004
2562	42	Quebec	No	No	0	13	36812
2563	31	Prairies	Yes	Yes	1428	14.3	21809
2564	32	Prairies	Yes	No	1981	11	16734
2565	26	Atlantic	Yes	No	1043	12.5	22645
2566	56	Prairies	No	No	0	11	27491
2567	22	Ontario	Yes	No	782	12.9	14916
2568	39	Quebec	No	No	792	12.5	8113
2569	53	Ontario	No	No	2476	19.4	47617
2570	33	Atlantic	Yes	Yes	0	10	18106
2571	38	Quebec	Yes	No	1825	12	32230
2572	56	BC	No	No	0	14	25477
2573	61	Prairies	No	No	313	11	373
2574	34	Ontario	No	Yes	0	12	40692
2575	35	Atlantic	No	Yes	0	11.5	19531
2576	30	Quebec	Yes	No	0	15.7	32380
2577	45	Ontario	No	Yes	2607	12	24560
2578	36	Prairies	No	Yes	503	13.1	6683
2580	40	Atlantic	No	Yes	1180	11	11725
2582	33	Prairies	No	No	955	12	25703
2583	56	Ontario	No	No	0	11	39529
2584	37	Ontario	Yes	No	2086	18.5	2933
2585	45	Ontario	No	No	2103	12	28103
2586	65	Prairies	No	No	0	9	10267
2587	45	Atlantic	No	Yes	0	13.9	68946
2588	45	Atlantic	No	No	768	11.5	23515
2589	45	Prairies	No	No	1270	12	89091
2590	55	Atlantic	No	No	0	17	47421
2591	44	Atlantic	No	No	2086	9	6793
2592	28	Prairies	Yes	No	821	0	18528
2593	50	Ontario	No	No	1118	12	35132
2594	44	Ontario	No	No	1564	17	54088
2595	57	BC	No	No	0	10	38188
2596	36	Quebec	No	Yes	1616	15	22708
2597	44	Ontario	No	No	724	12.4	29547
2598	45	Ontario	No	No	2346	10.6	20998
2599	59	Atlantic	No	No	0	10.5	48561
2600	29	Prairies	Yes	No	0	13	49862
2601	36	Prairies	No	Yes	2212	10	14035
2602	37	Quebec	No	Yes	1564	14	56545
2603	47	Quebec	No	No	1825	15	65263
2604	62	Quebec	No	No	0	7	8660
2606	31	Ontario	Yes	No	1716	20	23771
2607	45	Ontario	No	No	1251	13.5	20988
2608	35	Quebec	Yes	Yes	0	15	48924
2609	25	Atlantic	Yes	Yes	0	12	0
2610	35	Prairies	Yes	Yes	130	18	53795
2611	31	Ontario	No	Yes	2086	12.5	29791
2612	52	Quebec	No	No	0	11	29875
2613	29	Atlantic	Yes	No	1825	11.5	29493
2614	32	Prairies	Yes	No	1773	12	12643
2615	41	Quebec	No	Yes	407	13	0
2616	24	Ontario	Yes	No	1304	12.5	21697
2617	34	Prairies	No	Yes	1825	19	0
2618	33	Quebec	Yes	Yes	1955	13	25706
2619	61	Quebec	No	No	0	8	40140
2620	30	BC	No	No	1955	16	28204
2621	53	Ontario	No	No	1955	13	5075
2622	41	Atlantic	No	No	0	9	23304
2623	49	Ontario	No	No	2086	12	39401
2624	30	Atlantic	No	No	1942	20	18430
2625	64	Quebec	No	No	0	12	23815
2626	42	Prairies	No	No	0	15	13135
2627	61	Ontario	No	No	685	17.7	20750
2628	42	Quebec	No	No	0	14	36865
2629	30	Prairies	Yes	No	607	11	27911
2630	40	Atlantic	No	Yes	0	14	29603
2631	38	Atlantic	No	No	2086	12.5	29221
2632	31	Atlantic	No	Yes	0	7	36061
2633	48	Ontario	No	No	130	13.5	63118
2634	39	Prairies	No	Yes	2411	12	40030
2635	61	Quebec	No	No	0	7	22002
2636	39	Quebec	No	No	2086	20	33335
2637	49	Atlantic	No	No	1825	19	3639
2638	65	Prairies	Yes	No	0	11	48936
2639	41	Atlantic	No	No	2086	11.6	23725
2640	34	Quebec	No	Yes	0	13	47536
2641	58	Quebec	No	No	0	9	13621
2642	45	Atlantic	No	No	0	11	89190
2643	59	Ontario	No	No	0	5	29946
2644	60	Ontario	No	No	0	11	31778
2645	60	Ontario	No	No	0	10	31356
2646	31	Prairies	Yes	Yes	226	15	39070
2647	47	Ontario	No	No	1360	12	17963
2648	35	Quebec	No	No	2012	12	16059
2649	40	Atlantic	Yes	Yes	0	17	38847
2650	33	Quebec	No	No	1243	15.3	36232
2651	29	Ontario	No	Yes	719	14	23673
2652	61	Quebec	No	No	0	7	14518
2653	33	Ontario	Yes	No	2086	13	36456
2654	29	Atlantic	Yes	No	0	14	26501
2655	32	Ontario	No	Yes	673	12	19040
2657	59	Quebec	No	No	1564	7	23833
2658	40	Prairies	No	No	1314	11	8537
2659	61	Ontario	No	No	0	13	22151
2660	60	Prairies	No	No	2086	7	1745
2661	49	Atlantic	Yes	No	2086	17	46978
2663	41	Atlantic	No	No	721	8	19098
2664	34	BC	No	No	869	12.2	73378
2665	32	Ontario	No	Yes	2294	15.5	0
2666	27	BC	Yes	No	2086	11	33748
2667	45	Prairies	No	Yes	1043	11	32004
2668	39	Atlantic	No	No	1809	9	11379
2670	30	Atlantic	No	No	2085	17.1	31133
2671	65	Quebec	No	No	0	7	14048
2673	48	Prairies	No	No	2086	15	51493
2674	58	Quebec	No	No	1304	14	17414
2675	54	Atlantic	No	No	530	11.5	49434
2676	36	Ontario	No	No	2086	12	41963
2677	65	Atlantic	No	No	0	11	30194
2678	48	Atlantic	No	No	1004	12	33512
2679	31	Ontario	Yes	No	42	14.5	21002
2680	36	BC	No	No	1981	14.8	44891
2681	37	Quebec	No	Yes	0	13	40792
2682	50	Atlantic	No	No	0	9	7441
2684	35	Prairies	Yes	Yes	594	13	43884
2685	31	Quebec	Yes	No	1314	12	27926
2686	53	Ontario	No	No	1825	8	507
2687	32	Atlantic	Yes	No	1955	12.5	19854
2688	36	Ontario	No	No	1825	17	34734
2689	46	Atlantic	No	No	1906	12	40383
2690	29	Ontario	Yes	No	0	12	18682
2691	45	Atlantic	No	No	2086	11	35285
2692	30	Ontario	Yes	Yes	1721	13	31513
2693	31	Prairies	Yes	No	0	12	37384
2694	46	Ontario	No	No	1929	14	42627
2695	40	Ontario	No	No	1530	12.8	31516
2697	46	Prairies	No	No	1356	15	49094
2698	39	Ontario	No	No	2294	11.3	24832
2699	27	Prairies	Yes	Yes	0	13	39638
2700	62	Prairies	No	No	0	13	18334
2701	51	Ontario	No	No	0	8	185793
2702	49	Quebec	No	No	2086	13	38169
2703	42	Atlantic	No	Yes	1773	12	14081
2704	53	Prairies	No	No	1043	15	51140
2705	51	Prairies	No	No	1669	11	121805
2706	51	Ontario	No	No	1877	16	16923
2707	48	Atlantic	No	No	0	8	36949
2708	41	Quebec	No	No	1877	13.5	48064
2709	39	BC	No	No	0	8	52918
2710	36	Atlantic	No	No	282	6	34053
2711	51	Quebec	No	No	1877	6	30364
2712	35	Atlantic	No	No	2086	11	40997
2713	28	Ontario	Yes	Yes	313	14	61241
2714	35	Ontario	No	Yes	0	13	36267
2715	37	Ontario	Yes	No	2086	20	11984
2716	29	Atlantic	No	Yes	1669	15.5	18582
2717	55	Quebec	No	No	0	7	84294
2718	48	Atlantic	No	No	0	6	26830
2719	42	Prairies	No	Yes	608	14	54783
2720	27	Ontario	Yes	No	1126	18	17154
2721	57	Ontario	No	No	0	17	17504
2722	27	Prairies	Yes	Yes	0	12.5	24323
2723	59	BC	No	No	322	15	36670
2724	45	Atlantic	No	No	2151	12	33628
2725	44	Prairies	No	Yes	0	16	43962
2726	57	Quebec	No	No	0	6	12262
2727	37	BC	No	Yes	1043	14	17675
2729	49	Prairies	No	No	1703	13	0
2730	53	Ontario	No	No	0	15.1	28880
2731	61	Ontario	No	No	0	10	13237
2732	63	Prairies	No	No	168	10	22992
2733	28	Atlantic	Yes	Yes	780	13	37399
2734	33	Prairies	Yes	Yes	650	12	15313
2736	49	Atlantic	No	No	1825	9	12979
2737	38	Ontario	No	No	1668	10	26994
2739	51	BC	No	No	86	8	63115
2740	62	Quebec	No	No	0	14	44376
2741	52	Ontario	No	No	1955	19.1	35314
2742	27	Atlantic	Yes	No	0	10	33901
2743	47	Atlantic	No	Yes	782	16	62570
2744	35	BC	No	No	1826	12.5	13483
2745	49	Ontario	No	No	0	11	98646
2746	26	Atlantic	Yes	No	408	14	35387
2747	45	Ontario	No	No	1955	12.9	50315
2748	54	Ontario	No	No	0	10	35140
2749	34	Ontario	Yes	No	656	12	28359
2750	39	Quebec	No	No	1721	13	42960
2751	51	Ontario	No	No	0	13	80682
2752	28	Atlantic	Yes	No	105	12	34685
2754	37	Prairies	No	Yes	1251	12	45470
2755	45	Ontario	No	No	943	11.6	46161
2756	28	Atlantic	Yes	No	0	14	29570
2757	46	Prairies	Yes	No	0	10	58366
2758	31	Atlantic	Yes	No	0	14	50960
2759	65	Ontario	No	No	0	9	19688
2760	59	Quebec	No	No	0	6	16851
2762	58	Quebec	No	No	0	14	9900
2763	56	Prairies	No	No	0	7	21826
2764	55	Prairies	No	No	0	8	12936
2765	46	Prairies	No	No	1825	12.5	39649
2766	28	Quebec	Yes	No	1251	12	6893
2768	61	Prairies	No	No	0	11	26652
2769	31	Ontario	No	Yes	5	10	29890
2770	41	Quebec	No	No	1721	12	12255
2771	41	Atlantic	No	No	1844	6	14680
2772	40	BC	No	No	2086	11	46235
2773	60	Atlantic	No	No	135	10	29615
2774	61	Prairies	No	No	0	8	121879
2775	45	Quebec	No	No	2086	16	53577
2776	55	Quebec	No	No	0	5	7481
2777	49	Prairies	No	No	1960	13	53800
2779	32	Ontario	Yes	No	3129	10	78728
2780	31	Ontario	Yes	No	1945	13.5	27207
2781	32	Ontario	No	No	2086	15	36047
2782	28	Quebec	Yes	No	0	11	28237
2783	40	Prairies	No	No	588	7.5	22177
2785	39	Atlantic	No	No	0	8	5654
2786	30	Ontario	Yes	No	1230	15	25767
2787	53	BC	No	No	1043	10.3	25247
2788	25	Prairies	No	No	2242	15	17117
2789	50	Ontario	No	No	2086	17	64610
2790	65	Atlantic	No	No	0	15	21560
2791	22	Prairies	No	No	2086	12.5	31669
2792	41	Prairies	No	No	1564	14	60611
2793	41	Quebec	No	No	1304	12	12415
2794	38	Quebec	No	Yes	1564	14	20755
2795	46	Prairies	No	No	0	15	105690
2796	55	Quebec	No	No	765	12	66141
2797	49	Ontario	No	No	4693	10.5	54210
2798	62	Prairies	No	No	0	12.5	40048
2799	34	Atlantic	No	Yes	0	12	27723
