poverty	men	religion	degree	country	age
"Too Much"  	1	1	1	Norway	55
"About Right"	0	1	0	Norway	33
"About Right"	1	1	1	Norway	50
"Too Little"	0	1	0	Norway	50
"About Right"	0	1	0	Norway	58
"About Right"	1	1	0	Norway	32
"Too Little"	0	1	1	Norway	66
"About Right"	1	1	0	Norway	45
"About Right"	0	1	1	Norway	19
"About Right"	1	1	0	Norway	64
"About Right"	1	1	1	Norway	38
"Too Little"	1	1	1	Norway	57
"Too Little"	1	1	1	Norway	48
"About Right"	0	1	0	Norway	36
"About Right"	1	0	0	Norway	69
"About Right"	1	1	0	Norway	39
"Too Little"	0	1	0	Norway	27
"Too Little"	0	1	0	Norway	44
"Too Little"	1	1	1	Norway	69
"About Right"	0	1	0	Norway	39
"Too Little"	1	1	0	Norway	66
"Too Little"	0	1	0	Norway	33
"Too Much"  	1	1	0	Norway	79
"About Right"	0	1	1	Norway	20
"Too Much"  	1	1	0	Norway	27
"About Right"	1	1	1	Norway	29
"About Right"	1	1	0	Norway	51
"Too Little"	0	1	1	Norway	61
"About Right"	0	1	0	Norway	72
"Too Little"	0	1	0	Norway	26
"Too Little"	1	1	0	Norway	49
"About Right"	1	1	0	Norway	24
"About Right"	1	1	0	Norway	50
"Too Little"	0	1	0	Norway	44
"About Right"	1	1	1	Norway	40
"About Right"	0	1	0	Norway	63
"About Right"	1	1	0	Norway	63
"About Right"	0	1	0	Norway	29
"Too Little"	0	1	1	Norway	69
"Too Little"	1	0	1	Norway	47
"Too Little"	0	1	0	Norway	37
"Too Little"	0	1	1	Norway	21
"About Right"	0	1	0	Norway	62
"Too Little"	1	1	0	Norway	27
"Too Little"	0	0	0	Norway	50
"Too Little"	1	1	0	Norway	28
"Too Little"	0	1	0	Norway	32
"Too Little"	1	1	1	Norway	50
"About Right"	0	1	0	Norway	64
"Too Little"	0	1	1	Norway	42
"Too Little"	0	1	0	Norway	36
"Too Little"	1	1	0	Norway	44
"Too Little"	0	1	0	Norway	48
"About Right"	0	1	0	Norway	42
"Too Little"	0	1	1	Norway	23
"Too Little"	0	0	0	Norway	50
"Too Little"	0	1	1	Norway	60
"About Right"	1	0	1	Norway	26
"Too Little"	1	1	0	Norway	49
"Too Little"	0	1	0	Norway	65
"Too Little"	1	1	0	Norway	24
"Too Little"	0	1	0	Norway	79
"About Right"	1	0	0	Norway	19
"About Right"	0	1	0	Norway	28
"About Right"	0	1	0	Norway	23
"About Right"	0	1	0	Norway	38
"Too Little"	0	1	0	Norway	40
"Too Little"	1	1	1	Norway	51
"Too Little"	1	1	1	Norway	50
"About Right"	0	1	0	Norway	31
"Too Little"	0	1	1	Norway	48
"Too Little"	1	1	0	Norway	44
"Too Little"	0	1	0	Norway	62
"About Right"	1	1	0	Norway	56
"Too Little"	0	1	0	Norway	35
"Too Little"	0	1	0	Norway	34
"About Right"	1	1	1	Norway	67
"Too Little"	0	1	0	Norway	41
"About Right"	1	1	0	Norway	70
"Too Little"	1	1	0	Norway	21
"About Right"	0	1	0	Norway	78
"Too Little"	1	1	0	Norway	37
"About Right"	1	1	0	Norway	25
"Too Little"	0	1	0	Norway	43
"About Right"	0	1	1	Norway	34
"Too Little"	1	1	0	Norway	56
"About Right"	1	1	0	Norway	26
"Too Little"	1	1	0	Norway	33
"Too Little"	0	0	0	Norway	55
"About Right"	0	1	1	Norway	46
"About Right"	0	1	1	Norway	65
"About Right"	0	1	0	Norway	49
"About Right"	0	1	1	Norway	29
"About Right"	1	0	1	Norway	43
"Too Little"	0	1	0	Norway	43
"Too Little"	0	1	1	Norway	42
"Too Little"	1	1	1	Norway	25
"Too Little"	1	1	1	Norway	20
"Too Little"	1	1	1	Norway	58
"About Right"	0	1	0	Norway	25
"Too Little"	0	1	0	Norway	40
"About Right"	0	0	0	Norway	49
"About Right"	1	1	0	Norway	36
"Too Little"	0	1	0	Norway	27
"Too Little"	1	1	1	Norway	43
"Too Little"	1	1	1	Norway	55
"About Right"	1	1	0	Norway	48
"About Right"	1	1	0	Norway	26
"Too Little"	1	1	0	Norway	57
"About Right"	0	1	0	Norway	29
"Too Little"	1	1	0	Norway	33
"Too Little"	1	1	0	Norway	23
"Too Much"  	0	1	0	Norway	21
"Too Little"	1	1	0	Norway	42
"Too Little"	1	1	0	Norway	35
"Too Much"  	0	0	1	Norway	31
"Too Little"	0	1	1	Norway	53
"Too Little"	0	1	0	Norway	27
"Too Little"	0	1	1	Norway	19
"About Right"	0	1	0	Norway	60
"About Right"	1	1	0	Norway	27
"About Right"	1	1	0	Norway	48
"Too Little"	1	1	0	Norway	44
"Too Little"	1	1	0	Norway	66
"Too Little"	1	1	0	Norway	46
"About Right"	0	1	0	Norway	43
"About Right"	1	1	0	Norway	60
"Too Little"	1	1	1	Norway	27
"Too Little"	1	1	1	Norway	73
"About Right"	1	1	0	Norway	57
"About Right"	1	1	0	Norway	43
"About Right"	0	0	0	Norway	40
"Too Little"	1	1	0	Norway	25
"About Right"	0	1	0	Norway	33
"About Right"	1	1	0	Norway	44
"About Right"	0	1	0	Norway	46
"About Right"	0	1	0	Norway	26
"Too Little"	0	1	0	Norway	59
"About Right"	1	1	0	Norway	33
"Too Little"	0	1	0	Norway	18
"Too Little"	1	1	0	Norway	35
"About Right"	1	0	1	Norway	19
"Too Little"	0	1	1	Norway	32
"Too Little"	0	1	0	Norway	27
"About Right"	1	1	0	Norway	51
"About Right"	0	1	0	Norway	44
"About Right"	1	0	0	Norway	31
"About Right"	1	1	1	Norway	31
"Too Little"	1	1	0	Norway	62
"About Right"	0	1	1	Norway	18
"About Right"	1	1	1	Norway	49
"About Right"	0	1	1	Norway	45
"Too Little"	0	1	0	Norway	60
"Too Little"	0	0	0	Norway	46
"Too Little"	1	1	0	Norway	42
"Too Little"	1	1	0	Norway	38
"Too Little"	0	0	0	Norway	76
"About Right"	1	1	0	Norway	34
"About Right"	1	1	0	Norway	19
"Too Little"	0	1	0	Norway	23
"Too Little"	1	1	0	Norway	23
"About Right"	1	1	1	Norway	60
"About Right"	0	1	0	Norway	62
"Too Little"	0	1	1	Norway	30
"Too Little"	1	0	1	Norway	47
"Too Little"	1	1	0	Norway	53
"About Right"	0	1	0	Norway	38
"Too Little"	0	0	0	Norway	21
"Too Little"	0	0	1	Norway	38
"Too Little"	0	1	0	Norway	40
"Too Little"	0	1	0	Norway	25
"Too Little"	1	1	1	Norway	24
"Too Little"	1	1	0	Norway	33
"About Right"	0	1	0	Norway	34
"Too Little"	1	0	0	Norway	59
"Too Little"	0	1	1	Norway	68
"About Right"	1	1	0	Norway	50
"Too Little"	1	1	0	Norway	41
"Too Little"	1	1	0	Norway	28
"Too Little"	0	1	0	Norway	30
"About Right"	0	1	0	Norway	42
"Too Little"	1	1	1	Norway	21
"Too Little"	0	1	0	Norway	26
"Too Little"	0	1	0	Norway	32
"Too Little"	1	1	1	Norway	78
"About Right"	0	1	1	Norway	18
"Too Little"	1	1	0	Norway	49
"Too Little"	1	1	1	Norway	45
"Too Little"	0	1	0	Norway	36
"Too Little"	1	1	0	Norway	56
"Too Little"	0	1	0	Norway	46
"Too Little"	0	1	1	Norway	19
"Too Little"	0	0	0	Norway	34
"About Right"	0	0	0	Norway	25
"Too Little"	0	1	0	Norway	23
"Too Little"	1	1	0	Norway	49
"Too Little"	0	1	0	Norway	58
"Too Little"	1	1	0	Norway	30
"Too Little"	0	1	0	Norway	69
"Too Little"	0	1	1	Norway	35
"Too Little"	0	1	0	Norway	34
"Too Little"	1	0	1	Norway	22
"About Right"	1	1	0	Norway	42
"Too Much"  	1	1	0	Norway	74
"Too Little"	0	1	1	Norway	62
"Too Little"	1	1	0	Norway	48
"About Right"	1	1	0	Norway	53
"Too Little"	0	1	0	Norway	55
"Too Much"  	1	0	0	Norway	34
"Too Little"	0	1	1	Norway	70
"Too Little"	0	0	0	Norway	41
"Too Little"	1	1	0	Norway	30
"About Right"	1	1	0	Norway	22
"Too Little"	0	1	0	Norway	51
"Too Little"	1	1	0	Norway	43
"Too Little"	0	1	0	Norway	57
"About Right"	1	1	0	Norway	50
"Too Little"	1	0	0	Norway	67
"About Right"	1	1	0	Norway	34
"About Right"	0	1	0	Norway	73
"Too Little"	1	1	0	Norway	24
"About Right"	0	1	0	Norway	52
"Too Little"	1	1	0	Norway	53
"Too Little"	0	1	1	Norway	47
"Too Little"	1	1	0	Norway	25
"Too Little"	0	1	0	Norway	30
"Too Little"	0	1	1	Norway	58
"About Right"	0	1	0	Norway	52
"About Right"	1	1	0	Norway	42
"About Right"	0	1	0	Norway	37
"Too Little"	1	1	1	Norway	37
"About Right"	0	1	0	Norway	61
"About Right"	1	0	0	Norway	50
"Too Little"	0	1	1	Norway	53
"Too Little"	1	1	0	Norway	30
"About Right"	0	1	0	Norway	59
"Too Little"	0	1	0	Norway	24
"Too Little"	0	1	1	Norway	79
"Too Little"	1	1	0	Norway	49
"About Right"	0	1	0	Norway	31
"Too Little"	0	1	0	Norway	31
"Too Much"  	0	1	0	Norway	40
"About Right"	1	1	0	Norway	52
"About Right"	1	1	0	Norway	34
"Too Little"	0	0	0	Norway	18
"Too Little"	0	1	0	Norway	29
"Too Little"	1	1	1	Norway	20
"About Right"	1	1	0	Norway	46
"Too Little"	0	1	1	Norway	55
"About Right"	1	1	1	Norway	50
"About Right"	1	1	0	Norway	66
"About Right"	1	1	1	Norway	50
"Too Little"	1	1	0	Norway	59
"About Right"	1	1	0	Norway	65
"Too Little"	0	0	1	Norway	70
"About Right"	1	1	0	Norway	34
"Too Little"	1	1	1	Norway	29
"Too Little"	1	1	0	Norway	73
"Too Little"	0	1	0	Norway	66
"About Right"	1	1	0	Norway	58
"About Right"	1	1	0	Norway	24
"Too Little"	0	1	1	Norway	48
"Too Little"	1	0	0	Norway	51
"About Right"	0	1	1	Norway	29
"About Right"	1	1	0	Norway	18
"Too Little"	1	1	0	Norway	65
"Too Little"	0	1	0	Norway	25
"About Right"	1	1	0	Norway	52
"Too Little"	0	1	0	Norway	28
"Too Little"	1	1	1	Norway	40
"Too Little"	0	1	0	Norway	73
"Too Little"	0	1	1	Norway	28
"About Right"	0	1	0	Norway	30
"About Right"	1	1	0	Norway	37
"About Right"	0	1	0	Norway	76
"Too Little"	0	1	0	Norway	62
"About Right"	0	1	0	Norway	51
"Too Little"	0	1	0	Norway	40
"About Right"	1	1	1	Norway	68
"About Right"	0	1	0	Norway	55
"Too Little"	1	1	0	Norway	30
"Too Little"	0	1	0	Norway	47
"About Right"	1	1	0	Norway	28
"Too Little"	0	1	0	Norway	46
"About Right"	0	1	1	Norway	25
"About Right"	1	1	0	Norway	29
"About Right"	1	1	0	Norway	24
"Too Little"	0	1	1	Norway	42
"About Right"	0	1	1	Norway	20
"Too Little"	1	1	1	Norway	51
"About Right"	0	1	0	Norway	45
"Too Little"	0	1	0	Norway	25
"About Right"	0	1	0	Norway	53
"About Right"	1	1	0	Norway	51
"Too Little"	0	1	0	Norway	74
"Too Little"	1	1	0	Norway	74
"Too Little"	1	1	1	Norway	68
"About Right"	1	1	0	Norway	40
"About Right"	1	1	0	Norway	38
"Too Little"	0	1	1	Norway	76
"About Right"	0	1	1	Norway	28
"About Right"	0	1	0	Norway	28
"About Right"	0	1	1	Norway	18
"Too Little"	1	0	0	Norway	47
"Too Little"	0	1	0	Norway	79
"Too Little"	1	1	1	Norway	45
"Too Little"	0	1	0	Norway	43
"Too Little"	0	1	0	Norway	27
"Too Little"	0	1	1	Norway	51
"About Right"	1	1	0	Norway	41
"About Right"	0	1	0	Norway	61
"Too Little"	0	1	1	Norway	21
"About Right"	0	1	1	Norway	43
"About Right"	0	1	1	Norway	24
"Too Little"	1	1	0	Norway	40
"About Right"	1	1	0	Norway	46
"About Right"	0	1	0	Norway	46
"Too Little"	0	1	0	Norway	52
"Too Little"	0	1	1	Norway	37
"About Right"	0	1	0	Norway	24
"About Right"	0	1	0	Norway	68
"Too Little"	0	1	1	Norway	65
"Too Little"	1	1	1	Norway	48
"About Right"	1	1	0	Norway	51
"About Right"	1	0	1	Norway	33
"About Right"	1	1	1	Norway	54
"Too Much"  	1	1	0	Norway	49
"Too Little"	0	1	0	Norway	19
"Too Little"	0	1	1	Norway	45
"About Right"	1	1	0	Norway	34
"Too Little"	1	1	0	Norway	28
"Too Little"	0	1	0	Norway	39
"Too Little"	0	1	0	Norway	25
"About Right"	1	1	1	Norway	34
"Too Little"	0	1	0	Norway	71
"Too Little"	1	1	1	Norway	27
"About Right"	1	1	0	Norway	23
"Too Much"  	1	1	1	Norway	25
"Too Little"	0	1	0	Norway	35
"Too Little"	0	1	1	Norway	67
"Too Little"	1	1	0	Norway	35
"Too Little"	0	1	1	Norway	24
"Too Little"	0	1	0	Norway	34
"Too Little"	0	1	0	Norway	27
"Too Little"	0	1	0	Norway	48
"Too Much"  	0	1	0	Norway	79
"Too Little"	1	0	0	Norway	47
"About Right"	0	1	0	Norway	50
"Too Little"	1	1	0	Norway	52
"About Right"	0	1	0	Norway	69
"Too Little"	1	1	1	Norway	54
"Too Little"	0	1	1	Norway	25
"Too Little"	1	0	0	Norway	49
"Too Little"	0	1	0	Norway	52
"About Right"	1	1	0	Norway	67
"Too Little"	1	1	0	Norway	40
"About Right"	1	1	0	Norway	26
"Too Little"	0	1	0	Norway	64
"Too Little"	0	1	0	Norway	71
"About Right"	0	1	1	Norway	40
"About Right"	0	1	1	Norway	31
"Too Little"	1	1	1	Norway	36
"Too Little"	0	1	1	Norway	32
"Too Little"	1	0	1	Norway	77
"About Right"	0	1	0	Norway	41
"Too Little"	0	1	0	Norway	66
"Too Little"	1	1	0	Norway	46
"About Right"	0	1	1	Norway	23
"Too Little"	1	1	0	Norway	62
"About Right"	0	1	1	Norway	67
"About Right"	0	0	0	Norway	28
"Too Little"	0	1	0	Norway	36
"About Right"	0	1	0	Norway	41
"About Right"	1	1	0	Norway	37
"About Right"	0	1	1	Norway	65
"About Right"	1	1	0	Norway	30
"Too Little"	1	1	0	Norway	48
"About Right"	0	1	0	Norway	70
"Too Much"  	0	1	0	Norway	28
"About Right"	0	1	1	Norway	64
"Too Little"	1	1	0	Norway	25
"Too Little"	1	1	0	Norway	44
"About Right"	1	1	0	Norway	48
"Too Little"	1	1	0	Norway	43
"Too Little"	1	1	1	Norway	39
"About Right"	0	1	0	Norway	75
"Too Little"	0	1	0	Norway	56
"Too Little"	1	1	0	Norway	48
"Too Little"	1	1	0	Norway	36
"Too Little"	1	1	0	Norway	44
"Too Little"	1	0	0	Norway	18
"Too Little"	1	1	0	Norway	62
"About Right"	1	1	1	Norway	22
"Too Little"	0	1	0	Norway	35
"About Right"	1	1	0	Norway	66
"Too Little"	0	1	1	Norway	44
"About Right"	1	1	0	Norway	53
"About Right"	0	1	1	Norway	26
"About Right"	1	1	0	Norway	54
"Too Little"	0	1	1	Norway	51
"About Right"	0	1	1	Norway	24
"About Right"	1	1	0	Norway	63
"About Right"	1	1	0	Norway	57
"About Right"	0	1	0	Norway	42
"Too Little"	0	1	1	Norway	20
"About Right"	1	1	1	Norway	38
"Too Little"	0	1	0	Norway	36
"Too Little"	1	1	0	Norway	29
"Too Little"	1	1	0	Norway	23
"Too Little"	1	1	0	Norway	71
"Too Little"	0	1	0	Norway	54
"About Right"	0	1	1	Norway	51
"About Right"	1	1	0	Norway	79
"Too Much"  	0	1	1	Norway	61
"Too Little"	0	1	1	Norway	29
"About Right"	0	1	1	Norway	20
"About Right"	1	1	1	Norway	51
"About Right"	1	1	0	Norway	59
"About Right"	1	1	0	Norway	78
"Too Much"  	0	1	0	Norway	30
"Too Much"  	1	1	0	Norway	40
"About Right"	0	1	1	Norway	24
"Too Little"	0	1	0	Norway	45
"Too Little"	0	1	0	Norway	54
"Too Little"	1	0	1	Norway	40
"Too Little"	0	1	0	Norway	18
"About Right"	0	0	0	Norway	36
"Too Little"	0	1	0	Norway	32
"Too Little"	1	1	0	Norway	42
"About Right"	0	0	1	Norway	47
"About Right"	0	1	1	Norway	41
"Too Little"	0	1	0	Norway	52
"About Right"	0	1	0	Norway	47
"Too Little"	0	1	0	Norway	75
"About Right"	1	1	0	Norway	19
"About Right"	1	1	0	Norway	70
"Too Little"	1	1	0	Norway	39
"Too Little"	0	0	1	Norway	44
"About Right"	0	1	0	Norway	45
"Too Little"	0	0	0	Norway	47
"About Right"	0	1	1	Norway	43
"Too Little"	1	1	0	Norway	56
"Too Little"	0	1	0	Norway	43
"Too Little"	1	1	0	Norway	26
"Too Little"	0	1	0	Norway	70
"About Right"	1	1	1	Norway	39
"About Right"	1	1	0	Norway	27
"Too Little"	1	1	0	Norway	25
"Too Little"	0	1	1	Norway	28
"About Right"	1	1	0	Norway	48
"Too Little"	1	1	1	Norway	28
"Too Little"	1	1	0	Norway	38
"About Right"	0	1	0	Norway	36
"About Right"	1	1	1	Norway	40
"Too Little"	0	1	0	Norway	66
"About Right"	1	1	0	Norway	49
"Too Little"	1	1	1	Norway	27
"About Right"	1	0	1	Norway	33
"Too Little"	0	1	0	Norway	74
"Too Little"	0	1	0	Norway	31
"About Right"	1	1	0	Norway	31
"Too Little"	1	1	0	Norway	40
"About Right"	1	0	0	Norway	18
"About Right"	0	1	1	Norway	42
"Too Little"	0	1	1	Norway	37
"About Right"	0	1	0	Norway	45
"Too Little"	1	1	0	Norway	42
"About Right"	1	0	0	Norway	30
"About Right"	0	1	1	Norway	26
"Too Little"	1	1	0	Norway	67
"About Right"	0	1	1	Norway	26
"Too Little"	1	1	0	Norway	20
"Too Little"	1	1	0	Norway	48
"About Right"	1	1	1	Norway	20
"Too Little"	0	1	1	Norway	24
"Too Little"	0	1	0	Norway	19
"About Right"	1	0	0	Norway	21
"Too Little"	0	1	0	Norway	18
"Too Little"	0	1	0	Norway	49
"About Right"	1	1	1	Norway	48
"About Right"	0	1	0	Norway	51
"About Right"	0	1	0	Norway	32
"Too Little"	1	1	0	Norway	53
"Too Little"	1	1	1	Norway	48
"About Right"	1	1	0	Norway	30
"Too Little"	1	1	1	Norway	26
"Too Little"	0	1	0	Norway	33
"Too Little"	1	1	0	Norway	39
"About Right"	0	0	0	Norway	47
"Too Little"	1	0	0	Norway	57
"Too Little"	0	0	1	Norway	55
"Too Much"  	1	0	1	Norway	38
"Too Little"	0	1	0	Norway	57
"About Right"	0	1	1	Norway	49
"About Right"	0	1	1	Norway	31
"About Right"	1	1	0	Norway	32
"Too Little"	1	1	0	Norway	41
"About Right"	0	0	0	Norway	34
"About Right"	1	1	0	Norway	25
"Too Little"	1	1	0	Norway	29
"Too Little"	1	1	0	Norway	30
"About Right"	0	1	1	Norway	29
"Too Little"	1	1	1	Norway	50
"Too Little"	0	1	0	Norway	78
"Too Little"	1	1	0	Norway	75
"Too Little"	0	1	0	Norway	56
"About Right"	1	1	0	Norway	48
"About Right"	1	1	0	Norway	32
"About Right"	0	1	0	Norway	32
"Too Little"	1	1	0	Norway	67
"About Right"	1	1	1	Norway	72
"About Right"	1	1	1	Norway	32
"Too Little"	0	1	1	Norway	44
"About Right"	1	1	1	Norway	24
"Too Little"	0	1	0	Norway	19
"About Right"	1	0	0	Norway	35
"About Right"	1	0	1	Norway	29
"Too Little"	0	1	0	Norway	39
"About Right"	1	1	0	Norway	28
"Too Little"	0	1	0	Norway	53
"Too Little"	0	1	0	Norway	50
"About Right"	0	1	0	Norway	31
"Too Little"	0	1	1	Norway	50
"About Right"	0	1	1	Norway	70
"About Right"	1	1	0	Norway	31
"Too Little"	0	1	0	Norway	68
"Too Little"	1	1	0	Norway	30
"About Right"	0	1	0	Norway	51
"Too Little"	1	1	0	Norway	29
"About Right"	1	0	0	Norway	28
"About Right"	0	1	1	Norway	29
"About Right"	0	0	0	Norway	23
"About Right"	0	1	0	Norway	38
"Too Little"	0	1	0	Norway	19
"About Right"	1	1	0	Norway	22
"About Right"	1	0	0	Norway	41
"About Right"	1	1	0	Norway	24
"Too Little"	1	1	0	Norway	64
"About Right"	0	1	0	Norway	29
"Too Little"	0	1	0	Norway	45
"Too Little"	1	1	1	Norway	30
"Too Little"	1	1	0	Norway	66
"About Right"	0	1	0	Norway	39
"Too Little"	0	1	0	Norway	35
"About Right"	1	1	1	Norway	18
"About Right"	0	1	1	Norway	42
"About Right"	0	1	0	Norway	41
"About Right"	1	1	1	Norway	36
"Too Little"	0	1	0	Norway	48
"About Right"	0	1	0	Norway	52
"Too Little"	0	1	1	Norway	19
"Too Little"	1	1	0	Norway	32
"About Right"	0	1	0	Norway	30
"Too Little"	1	1	0	Norway	55
"About Right"	0	1	1	Norway	32
"Too Little"	1	1	0	Norway	69
"Too Little"	1	1	0	Norway	37
"Too Little"	1	1	1	Norway	52
"Too Much"  	1	1	1	Norway	24
"Too Little"	0	1	0	Norway	39
"Too Little"	0	1	1	Norway	27
"Too Little"	0	1	1	Norway	57
"Too Little"	1	1	1	Norway	44
"Too Little"	1	1	1	Norway	23
"Too Little"	0	1	0	Norway	35
"Too Little"	1	1	0	Norway	58
"Too Little"	1	1	1	Norway	28
"About Right"	1	1	1	Norway	23
"About Right"	1	1	0	Norway	70
"Too Little"	1	1	0	Norway	65
"About Right"	0	1	1	Norway	27
"About Right"	0	1	0	Norway	40
"Too Little"	0	1	0	Norway	74
"Too Little"	1	1	0	Norway	31
"Too Little"	0	1	0	Norway	33
"About Right"	1	1	1	Norway	66
"Too Much"  	1	1	1	Norway	33
"Too Little"	1	1	0	Norway	47
"Too Little"	1	1	1	Norway	34
"Too Little"	1	1	0	Norway	71
"About Right"	1	1	1	Norway	29
"Too Little"	0	1	1	Norway	61
"Too Little"	0	1	1	Norway	66
"Too Little"	0	1	0	Norway	35
"Too Little"	1	1	0	Norway	33
"Too Little"	1	1	0	Norway	18
"Too Little"	0	1	0	Norway	73
"About Right"	1	0	0	Norway	31
"Too Little"	1	1	0	Norway	54
"Too Little"	1	1	1	Norway	45
"Too Little"	0	1	0	Norway	57
"Too Little"	0	1	1	Norway	19
"Too Little"	0	1	0	Norway	18
"Too Little"	0	1	0	Norway	43
"About Right"	1	0	0	Norway	18
"About Right"	0	1	1	Norway	19
"About Right"	1	1	0	Norway	37
"Too Little"	1	1	0	Norway	67
"About Right"	1	1	0	Norway	36
"About Right"	1	1	0	Norway	68
"Too Little"	0	1	0	Norway	31
"About Right"	0	1	0	Norway	47
"About Right"	0	1	1	Norway	62
"Too Little"	0	1	1	Norway	44
"About Right"	1	1	1	Sweden	34
"Too Little"	1	1	0	Sweden	24
"About Right"	1	1	0	Sweden	21
"Too Little"	0	1	0	Sweden	41
"Too Much"  	0	1	0	Sweden	31
"Too Little"	0	1	0	Sweden	32
"About Right"	0	1	0	Sweden	35
"About Right"	0	1	0	Sweden	28
"Too Little"	0	1	0	Sweden	31
"About Right"	1	1	0	Sweden	54
"About Right"	0	1	1	Sweden	67
"Too Little"	0	1	0	Sweden	70
"About Right"	0	1	0	Sweden	65
"Too Little"	0	1	0	Sweden	23
"Too Much"  	1	0	0	Sweden	73
"Too Little"	1	1	0	Sweden	42
"Too Little"	1	1	0	Sweden	20
"Too Little"	1	1	0	Sweden	55
"About Right"	1	1	0	Sweden	36
"About Right"	0	1	1	Sweden	28
"Too Little"	1	1	0	Sweden	32
"Too Little"	1	1	1	Sweden	19
"About Right"	1	1	0	Sweden	51
"Too Little"	0	1	0	Sweden	21
"Too Little"	0	1	1	Sweden	26
"About Right"	0	1	1	Sweden	21
"Too Little"	0	1	0	Sweden	61
"Too Little"	1	1	0	Sweden	18
"Too Little"	1	1	0	Sweden	19
"Too Little"	1	1	0	Sweden	39
"Too Little"	0	1	0	Sweden	22
"Too Little"	1	1	0	Sweden	23
"About Right"	0	1	0	Sweden	20
"Too Little"	1	1	0	Sweden	53
"Too Little"	1	1	0	Sweden	39
"Too Little"	1	1	0	Sweden	57
"About Right"	0	1	1	Sweden	57
"Too Little"	0	1	1	Sweden	34
"Too Little"	1	1	0	Sweden	71
"About Right"	1	1	0	Sweden	47
"Too Little"	0	1	0	Sweden	73
"Too Little"	0	1	1	Sweden	43
"About Right"	1	1	0	Sweden	24
"Too Little"	0	1	1	Sweden	39
"Too Little"	0	1	1	Sweden	28
"Too Little"	0	1	0	Sweden	22
"Too Little"	1	1	0	Sweden	61
"Too Little"	0	1	1	Sweden	28
"Too Little"	0	1	1	Sweden	37
"Too Little"	1	1	0	Sweden	31
"Too Little"	0	1	0	Sweden	54
"Too Little"	1	1	1	Sweden	63
"About Right"	0	1	0	Sweden	34
"About Right"	1	1	1	Sweden	35
"Too Little"	1	1	1	Sweden	51
"About Right"	1	1	1	Sweden	49
"About Right"	0	1	1	Sweden	39
"Too Little"	0	1	0	Sweden	54
"About Right"	0	1	1	Sweden	48
"Too Little"	1	1	0	Sweden	42
"About Right"	0	1	0	Sweden	69
"Too Little"	1	1	0	Sweden	29
"About Right"	0	1	1	Sweden	51
"Too Much"  	0	1	0	Sweden	31
"Too Little"	0	1	0	Sweden	26
"Too Little"	0	1	0	Sweden	27
"Too Little"	0	1	0	Sweden	23
"About Right"	0	1	0	Sweden	74
"Too Little"	1	1	1	Sweden	28
"Too Little"	1	1	1	Sweden	52
"Too Little"	0	1	1	Sweden	36
"Too Little"	1	1	0	Sweden	46
"About Right"	0	1	0	Sweden	50
"Too Little"	0	1	0	Sweden	25
"About Right"	0	1	1	Sweden	44
"Too Little"	1	1	0	Sweden	49
"Too Little"	0	1	0	Sweden	43
"Too Little"	1	1	1	Sweden	38
"About Right"	1	1	1	Sweden	43
"Too Much"  	1	1	1	Sweden	50
"About Right"	1	1	1	Sweden	27
"Too Little"	1	1	1	Sweden	35
"Too Little"	1	1	0	Sweden	27
"Too Little"	1	1	0	Sweden	45
"About Right"	1	1	1	Sweden	51
"Too Little"	0	1	0	Sweden	52
"About Right"	0	1	0	Sweden	49
"Too Little"	0	1	0	Sweden	21
"Too Little"	0	1	0	Sweden	24
"About Right"	1	1	0	Sweden	22
"Too Little"	1	1	0	Sweden	53
"Too Little"	0	1	0	Sweden	32
"Too Little"	0	0	0	Sweden	37
"About Right"	1	1	1	Sweden	34
"Too Little"	1	1	0	Sweden	39
"About Right"	0	1	1	Sweden	31
"Too Little"	0	1	0	Sweden	53
"About Right"	1	1	0	Sweden	72
"Too Much"  	0	1	0	Sweden	32
"About Right"	0	1	1	Sweden	33
"About Right"	0	1	0	Sweden	43
"About Right"	1	1	0	Sweden	61
"Too Little"	0	1	1	Sweden	42
"Too Little"	1	1	1	Sweden	24
"About Right"	1	1	1	Sweden	61
"About Right"	0	1	1	Sweden	31
"About Right"	1	1	0	Sweden	61
"About Right"	1	1	1	Sweden	55
"Too Little"	0	1	0	Sweden	33
"About Right"	1	1	1	Sweden	51
"About Right"	0	1	1	Sweden	55
"Too Much"  	0	1	1	Sweden	28
"Too Little"	1	1	0	Sweden	45
"Too Little"	0	1	0	Sweden	44
"About Right"	1	1	0	Sweden	40
"Too Little"	0	1	0	Sweden	48
"Too Little"	1	1	0	Sweden	71
"About Right"	1	1	0	Sweden	71
"Too Much"  	0	1	1	Sweden	26
"Too Little"	1	1	0	Sweden	44
"Too Little"	1	1	0	Sweden	63
"Too Little"	0	1	1	Sweden	43
"About Right"	1	1	0	Sweden	50
"About Right"	0	1	1	Sweden	74
"Too Little"	1	1	0	Sweden	20
"Too Little"	0	1	0	Sweden	50
"Too Little"	0	1	0	Sweden	64
"About Right"	1	1	1	Sweden	49
"Too Little"	1	1	0	Sweden	39
"About Right"	0	1	0	Sweden	32
"About Right"	1	1	0	Sweden	32
"About Right"	0	1	0	Sweden	46
"Too Little"	1	1	0	Sweden	50
"Too Little"	0	1	0	Sweden	39
"About Right"	1	1	0	Sweden	25
"Too Much"  	0	1	1	Sweden	64
"Too Little"	0	1	0	Sweden	25
"Too Much"  	0	1	1	Sweden	40
"Too Little"	0	1	0	Sweden	23
